 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Peso ao nascer: 2500 a 2999 g, 3000 a 3999 g
Período:2010
"Município";"Nascim_p/resid.mãe"
"150309 GOIANESIA DO PARA";587
"150310 GURUPA";554
"150320 IGARAPE-ACU";536
"150330 IGARAPE-MIRI";1143
"150340 INHANGAPI";142
"150345 IPIXUNA DO PARA";501
"150350 IRITUIA";476
"150360 ITAITUBA";1767
"150370 ITUPIRANGA";899
"150375 JACAREACANGA";307
"150380 JACUNDA";840
"150390 JURUTI";920
"150400 LIMOEIRO DO AJURU";477
"150405 MAE DO RIO";552
"150410 MAGALHAES BARATA";98
"150420 MARABA";4280
"150430 MARACANA";374
"150440 MARAPANIM";317
"150442 MARITUBA";1264
"150445 MEDICILANDIA";431
"150450 MELGACO";581
"150460 MOCAJUBA";452
"150470 MOJU";1105
"150475 MOJUI DOS CAMPOS";-
"150480 MONTE ALEGRE";841
"150490 MUANA";447
"150495 NOVA ESPERANCA DO PIRIA";357
"150497 NOVA IPIXUNA";196
"150500 NOVA TIMBOTEUA";141
"150503 NOVO PROGRESSO";343
"150506 NOVO REPARTIMENTO";1198
"150510 OBIDOS";865
"150520 OEIRAS DO PARA";656
"150530 ORIXIMINA";1285
"150540 OUREM";287
"150543 OURILANDIA DO NORTE";474
"150548 PACAJA";595
"150549 PALESTINA DO PARA";137
"150550 PARAGOMINAS";1833
"150553 PARAUAPEBAS";3367
"150555 PAU D'ARCO";116
"150560 PEIXE-BOI";94
"150563 PICARRA";142
"150565 PLACAS";218
"150570 PONTA DE PEDRAS";269
"150580 PORTEL";959
"150590 PORTO DE MOZ";579
"150600 PRAINHA";600
"150610 PRIMAVERA";150
"150611 QUATIPURU";139
"150613 REDENCAO";1432
"150616 RIO MARIA";316
"150618 RONDON DO PARA";696
"150619 RUROPOLIS";355
"150620 SALINOPOLIS";569
"150630 SALVATERRA";304
"150635 SANTA BARBARA DO PARA";277
"150640 SANTA CRUZ DO ARARI";67
"150650 SANTA IZABEL DO PARA";840
"150655 SANTA LUZIA DO PARA";342
"150658 SANTA MARIA DAS BARREIRAS";197
"150660 SANTA MARIA DO PARA";389
"150670 SANTANA DO ARAGUAIA";522
"150680 SANTAREM";5755
"150690 SANTAREM NOVO";97
"150700 SANTO ANTONIO DO TAUA";357
"150710 SAO CAETANO DE ODIVELAS";189
"150715 SAO DOMINGOS DO ARAGUAIA";357
"150720 SAO DOMINGOS DO CAPIM";550
"150730 SAO FELIX DO XINGU";838
"150740 SAO FRANCISCO DO PARA";207
"150745 SAO GERALDO DO ARAGUAIA";448
"150746 SAO JOAO DA PONTA";76
"150747 SAO JOAO DE PIRABAS";335
"150750 SAO JOAO DO ARAGUAIA";178
"150760 SAO MIGUEL DO GUAMA";930
"150770 SAO SEBASTIAO DA BOA VISTA";427
"150775 SAPUCAIA";65
"150780 SENADOR JOSE PORFIRIO";226
"150790 SOURE";379
"150795 TAILANDIA";1213
"150796 TERRA ALTA";166
"150797 TERRA SANTA";223
"150800 TOME-ACU";1103
"150803 TRACUATEUA";565
"150805 TRAIRAO";177
"150808 TUCUMA";536
"150810 TUCURUI";1922
"150812 ULIANOPOLIS";401
"150815 URUARA";706
"150820 VIGIA";682
"150830 VISEU";1208
"150835 VITORIA DO XINGU";157
"150840 XINGUARA";746
" MUNICIPIO IGNORADO - AP";1
"160005 SERRA DO NAVIO";64
"160010 AMAPA";131
"160015 PEDRA BRANCA DO AMAPARI";119
"160020 CALCOENE";179
"160021 CUTIAS";68
"160023 FERREIRA GOMES";92
"160025 ITAUBAL";57
"160027 LARANJAL DO JARI";809
"160030 MACAPA";8008
"160040 MAZAGAO";353
"160050 OIAPOQUE";337
"160053 PORTO GRANDE";278
"160055 PRACUUBA";60
"160060 SANTANA";1938
"160070 TARTARUGALZINHO";201
"160080 VITORIA DO JARI";222
" MUNICIPIO IGNORADO - TO";2
"170025 ABREULANDIA";35
"170030 AGUIARNOPOLIS";86
"170035 ALIANCA DO TOCANTINS";58
"170040 ALMAS";136
"170070 ALVORADA";112
"170100 ANANAS";156
"170105 ANGICO";38
"170110 APARECIDA DO RIO NEGRO";65
"170130 ARAGOMINAS";62
"170190 ARAGUACEMA";87
"170200 ARAGUACU";92
"170210 ARAGUAINA";2652
"170215 ARAGUANA";99
"170220 ARAGUATINS";491
"170230 ARAPOEMA";85
"170240 ARRAIAS";155
"170255 AUGUSTINOPOLIS";338
"170270 AURORA DO TOCANTINS";25
"170290 AXIXA DO TOCANTINS";199
"170300 BABACULANDIA";111
"170305 BANDEIRANTES DO TOCANTINS";38
"170307 BARRA DO OURO";70
"170310 BARROLANDIA";58
"170320 BERNARDO SAYAO";62
"170330 BOM JESUS DO TOCANTINS";51
"170360 BRASILANDIA DO TOCANTINS";27
"170370 BREJINHO DE NAZARE";84
"170380 BURITI DO TOCANTINS";160
"170382 CACHOEIRINHA";44
"170384 CAMPOS LINDOS";128
"170386 CARIRI DO TOCANTINS";35
"170388 CARMOLANDIA";27
"170389 CARRASCO BONITO";76
"170390 CASEARA";69
"170410 CENTENARIO";28
"170460 CHAPADA DE AREIA";21
"170510 CHAPADA DA NATIVIDADE";50
"170550 COLINAS DO TOCANTINS";523
"170555 COMBINADO";49
"170560 CONCEICAO DO TOCANTINS";43
"170600 COUTO MAGALHAES";56
"170610 CRISTALANDIA";101
"170625 CRIXAS DO TOCANTINS";21
"170650 DARCINOPOLIS";78
"170700 DIANOPOLIS";306
"170710 DIVINOPOLIS DO TOCANTINS";96
"170720 DOIS IRMAOS DO TOCANTINS";68
"170730 DUERE";42
"170740 ESPERANTINA";160
"170755 FATIMA";41
"170765 FIGUEIROPOLIS";55
"170770 FILADELFIA";127
"170820 FORMOSO DO ARAGUAIA";231
"170825 FORTALEZA DO TABOCAO";34
"170830 GOIANORTE";54
"170900 GOIATINS";217
"170930 GUARAI";375
"170950 GURUPI";1121
"170980 IPUEIRAS";29
"171050 ITACAJA";113
"171070 ITAGUATINS";109
"171090 ITAPIRATINS";44
"171110 ITAPORA DO TOCANTINS";37
"171150 JAU DO TOCANTINS";38
"171180 JUARINA";28
"171190 LAGOA DA CONFUSAO";144
"171195 LAGOA DO TOCANTINS";54
"171200 LAJEADO";37
"171215 LAVANDEIRA";12
"171240 LIZARDA";50
"171245 LUZINOPOLIS";55
"171250 MARIANOPOLIS DO TOCANTINS";54
"171270 MATEIROS";35
"171280 MAURILANDIA DO TOCANTINS";44
"171320 MIRACEMA DO TOCANTINS";351
"171330 MIRANORTE";158
"171360 MONTE DO CARMO";97
"171370 MONTE SANTO DO TOCANTINS";23
"171380 PALMEIRAS DO TOCANTINS";74
"171395 MURICILANDIA";51
"171420 NATIVIDADE";132
"171430 NAZARE";54
"171488 NOVA OLINDA";172
"171500 NOVA ROSALANDIA";35
"171510 NOVO ACORDO";71
"171515 NOVO ALEGRE";18
"171525 NOVO JARDIM";42
"171550 OLIVEIRA DE FATIMA";11
"171570 PALMEIRANTE";61
"171575 PALMEIROPOLIS";95
"171610 PARAISO DO TOCANTINS";662
"171620 PARANA";154
"171630 PAU D'ARCO";62
"171650 PEDRO AFONSO";190
"171660 PEIXE";154
"171665 PEQUIZEIRO";62
"171670 COLMEIA";114
"171700 PINDORAMA DO TOCANTINS";63
"171720 PIRAQUE";32
"171750 PIUM";74
"171780 PONTE ALTA DO BOM JESUS";60
"171790 PONTE ALTA DO TOCANTINS";115
"171800 PORTO ALEGRE DO TOCANTINS";39
"171820 PORTO NACIONAL";740
"171830 PRAIA NORTE";136
"171840 PRESIDENTE KENNEDY";37
"171845 PUGMIL";39
"171850 RECURSOLANDIA";64
"171855 RIACHINHO";56
"171865 RIO DA CONCEICAO";28
"171870 RIO DOS BOIS";25
"171875 RIO SONO";52
"171880 SAMPAIO";91
"171884 SANDOLANDIA";60
"171886 SANTA FE DO ARAGUAIA";137
"171888 SANTA MARIA DO TOCANTINS";29
"171889 SANTA RITA DO TOCANTINS";19
"171890 SANTA ROSA DO TOCANTINS";59
"171900 SANTA TEREZA DO TOCANTINS";38
"172000 SANTA TEREZINHA DO TOCANTINS";32
"172010 SAO BENTO DO TOCANTINS";67
"172015 SAO FELIX DO TOCANTINS";20
"172020 SAO MIGUEL DO TOCANTINS";127
"172025 SAO SALVADOR DO TOCANTINS";29
"172030 SAO SEBASTIAO DO TOCANTINS";68
"172049 SAO VALERIO";60
"172065 SILVANOPOLIS";76
"172080 SITIO NOVO DO TOCANTINS";135
"172085 SUCUPIRA";27
"172090 TAGUATINGA";206
"172093 TAIPAS DO TOCANTINS";19
"172097 TALISMA";18
"172100 PALMAS";3850
"172110 TOCANTINIA";130
"172120 TOCANTINOPOLIS";378
"172125 TUPIRAMA";22
"172130 TUPIRATINS";25
"172208 WANDERLANDIA";116
"172210 XAMBIOA";244
" MUNICIPIO IGNORADO - MA";4
"210005 ACAILANDIA";1808
"210010 AFONSO CUNHA";103
"210015 AGUA DOCE DO MARANHAO";94
"210020 ALCANTARA";206
"210030 ALDEIAS ALTAS";439
"210040 ALTAMIRA DO MARANHAO";77
"210043 ALTO ALEGRE DO MARANHAO";344
"210047 ALTO ALEGRE DO PINDARE";450
"210050 ALTO PARNAIBA";166
"210055 AMAPA DO MARANHAO";138
"210060 AMARANTE DO MARANHAO";688
"210070 ANAJATUBA";293
"210080 ANAPURUS";217
"210083 APICUM-ACU";251
"210087 ARAGUANA";139
"210090 ARAIOSES";521
"210095 ARAME";661
"210100 ARARI";379
"210110 AXIXA";149
"210120 BACABAL";1549
"210125 BACABEIRA";207
"210130 BACURI";246
"210135 BACURITUBA";57
"210140 BALSAS";1802
"210150 BARAO DE GRAJAU";223
"210160 BARRA DO CORDA";1424
"210170 BARREIRINHAS";950
"210173 BELAGUA";169
"210177 BELA VISTA DO MARANHAO";169
"210180 BENEDITO LEITE";58
"210190 BEQUIMAO";160
"210193 BERNARDO DO MEARIM";71
"210197 BOA VISTA DO GURUPI";136
"210200 BOM JARDIM";579
"210203 BOM JESUS DAS SELVAS";373
"210207 BOM LUGAR";136
"210210 BREJO";566
"210215 BREJO DE AREIA";152
"210220 BURITI";533
"210230 BURITI BRAVO";366
"210232 BURITICUPU";1262
"210235 BURITIRANA";143
"210237 CACHOEIRA GRANDE";146
"210240 CAJAPIO";125
"210250 CAJARI";278
"210255 CAMPESTRE DO MARANHAO";208
"210260 CANDIDO MENDES";294
"210270 CANTANHEDE";244
"210275 CAPINZAL DO NORTE";140
"210280 CAROLINA";359
"210290 CARUTAPERA";407
"210300 CAXIAS";2473
"210310 CEDRAL";132
"210312 CENTRAL DO MARANHAO";120
"210315 CENTRO DO GUILHERME";169
"210317 CENTRO NOVO DO MARANHAO";259
"210320 CHAPADINHA";1536
"210325 CIDELANDIA";233
"210330 CODO";1987
"210340 COELHO NETO";857
"210350 COLINAS";683
"210355 CONCEICAO DO LAGO-ACU";229
"210360 COROATA";1073
"210370 CURURUPU";407
"210375 DAVINOPOLIS";194
"210380 DOM PEDRO";352
"210390 DUQUE BACELAR";191
"210400 ESPERANTINOPOLIS";306
"210405 ESTREITO";579
"210407 FEIRA NOVA DO MARANHAO";97
"210408 FERNANDO FALCAO";177
"210409 FORMOSA DA SERRA NEGRA";243
"210410 FORTALEZA DOS NOGUEIRAS";172
"210420 FORTUNA";319
"210430 GODOFREDO VIANA";90
"210440 GONCALVES DIAS";258
"210450 GOVERNADOR ARCHER";126
"210455 GOVERNADOR EDISON LOBAO";214
"210460 GOVERNADOR EUGENIO BARROS";218
"210462 GOVERNADOR LUIZ ROCHA";105
"210465 GOVERNADOR NEWTON BELLO";152
"210467 GOVERNADOR NUNES FREIRE";487
"210470 GRACA ARANHA";70
"210480 GRAJAU";1412
"210490 GUIMARAES";133
"210500 HUMBERTO DE CAMPOS";472
"210510 ICATU";353
"210515 IGARAPE DO MEIO";231
"210520 IGARAPE GRANDE";161
"210530 IMPERATRIZ";4092
"210535 ITAIPAVA DO GRAJAU";215
"210540 ITAPECURU MIRIM";1094
"210542 ITINGA DO MARANHAO";355
"210545 JATOBA";130
"210547 JENIPAPO DOS VIEIRAS";282
"210550 JOAO LISBOA";357
"210560 JOSELANDIA";218
"210565 JUNCO DO MARANHAO";107
"210570 LAGO DA PEDRA";815
"210580 LAGO DO JUNCO";155
"210590 LAGO VERDE";273
"210592 LAGOA DO MATO";115
"210594 LAGO DOS RODRIGUES";117
"210596 LAGOA GRANDE DO MARANHAO";196
"210598 LAJEADO NOVO";88
"210600 LIMA CAMPOS";183
"210610 LORETO";159
"210620 LUIS DOMINGUES";85
"210630 MAGALHAES DE ALMEIDA";221
"210632 MARACACUME";378
"210635 MARAJA DO SENA";102
"210637 MARANHAOZINHO";157
"210640 MATA ROMA";292
"210650 MATINHA";389
"210660 MATOES";503
"210663 MATOES DO NORTE";91
"210667 MILAGRES DO MARANHAO";107
"210670 MIRADOR";310
"210675 MIRANDA DO NORTE";306
"210680 MIRINZAL";154
"210690 MONCAO";511
"210700 MONTES ALTOS";111
"210710 MORROS";294
"210720 NINA RODRIGUES";211
"210725 NOVA COLINAS";70
"210730 NOVA IORQUE";63
"210735 NOVA OLINDA DO MARANHAO";282
"210740 OLHO D'AGUA DAS CUNHAS";203
"210745 OLINDA NOVA DO MARANHAO";171
"210750 PACO DO LUMIAR";1326
"210760 PALMEIRANDIA";231
"210770 PARAIBANO";258
"210780 PARNARAMA";458
"210790 PASSAGEM FRANCA";246
"210800 PASTOS BONS";286
"210805 PAULINO NEVES";251
"210810 PAULO RAMOS";364
"210820 PEDREIRAS";637
"210825 PEDRO DO ROSARIO";316
"210830 PENALVA";593
"210840 PERI MIRIM";136
"210845 PERITORO";337
"210850 PINDARE-MIRIM";552
"210860 PINHEIRO";1346
"210870 PIO XII";460
"210880 PIRAPEMAS";298
"210890 POCAO DE PEDRAS";280
"210900 PORTO FRANCO";382
"210905 PORTO RICO DO MARANHAO";84
"210910 PRESIDENTE DUTRA";725
"210920 PRESIDENTE JUSCELINO";179
"210923 PRESIDENTE MEDICI";79
"210927 PRESIDENTE SARNEY";285
"210930 PRESIDENTE VARGAS";171
"210940 PRIMEIRA CRUZ";184
"210945 RAPOSA";472
"210950 RIACHAO";349
"210955 RIBAMAR FIQUENE";110
"210960 ROSARIO";568
"210970 SAMBAIBA";30
"210975 SANTA FILOMENA DO MARANHAO";94
"210980 SANTA HELENA";436
"210990 SANTA INES";1520
"211000 SANTA LUZIA";1277
"211003 SANTA LUZIA DO PARUA";354
"211010 SANTA QUITERIA DO MARANHAO";456
"211020 SANTA RITA";468
"211023 SANTANA DO MARANHAO";118
"211027 SANTO AMARO DO MARANHAO";124
"211030 SANTO ANTONIO DOS LOPES";207
"211040 SAO BENEDITO DO RIO PRETO";339
"211050 SAO BENTO";541
"211060 SAO BERNARDO";472
"211065 SAO DOMINGOS DO AZEITAO";115
"211070 SAO DOMINGOS DO MARANHAO";582
"211080 SAO FELIX DE BALSAS";43
"211085 SAO FRANCISCO DO BREJAO";117
"211090 SAO FRANCISCO DO MARANHAO";147
"211100 SAO JOAO BATISTA";283
"211102 SAO JOAO DO CARU";310
"211105 SAO JOAO DO PARAISO";156
"211107 SAO JOAO DO SOTER";221
"211110 SAO JOAO DOS PATOS";331
"211120 SAO JOSE DE RIBAMAR";2130
"211125 SAO JOSE DOS BASILIOS";83
"211130 SAO LUIS";14754
"211140 SAO LUIS GONZAGA DO MARANHAO";313
"211150 SAO MATEUS DO MARANHAO";642
"211153 SAO PEDRO DA AGUA BRANCA";151
"211157 SAO PEDRO DOS CRENTES";62
"211160 SAO RAIMUNDO DAS MANGABEIRAS";321
"211163 SAO RAIMUNDO DO DOCA BEZERRA";92
"211167 SAO ROBERTO";79
"211170 SAO VICENTE FERRER";302
"211172 SATUBINHA";114
"211174 SENADOR ALEXANDRE COSTA";157
"211176 SENADOR LA ROCQUE";288
"211178 SERRANO DO MARANHAO";128
"211180 SITIO NOVO";247
"211190 SUCUPIRA DO NORTE";141
"211195 SUCUPIRA DO RIACHAO";81
"211200 TASSO FRAGOSO";116
"211210 TIMBIRAS";374
"211220 TIMON";2259
"211223 TRIZIDELA DO VALE";294
"211227 TUFILANDIA";122
"211230 TUNTUM";552
"211240 TURIACU";612
"211245 TURILANDIA";298
"211250 TUTOIA";882
"211260 URBANO SANTOS";614
"211270 VARGEM GRANDE";747
"211280 VIANA";787
"211285 VILA NOVA DOS MARTIRIOS";128
"211290 VITORIA DO MEARIM";489
"211300 VITORINO FREIRE";449
"211400 ZE DOCA";733
" MUNICIPIO IGNORADO - PI";-
"220005 ACAUA";76
"220010 AGRICOLANDIA";55
"220020 AGUA BRANCA";219
"220025 ALAGOINHA DO PIAUI";80
"220027 ALEGRETE DO PIAUI";58
"220030 ALTO LONGA";125
"220040 ALTOS";551
"220045 ALVORADA DO GURGUEIA";91
"220050 AMARANTE";264
"220060 ANGICAL DO PIAUI";87
"220070 ANISIO DE ABREU";110
"220080 ANTONIO ALMEIDA";34
"220090 AROAZES";73
"220095 AROEIRAS DO ITAIM";30
"220100 ARRAIAL";57
"220105 ASSUNCAO DO PIAUI";140
"220110 AVELINO LOPES";167
"220115 BAIXA GRANDE DO RIBEIRO";167
"220117 BARRA D'ALCANTARA";47
"220120 BARRAS";652
"220130 BARREIRAS DO PIAUI";39
"220140 BARRO DURO";84
"220150 BATALHA";295
"220155 BELA VISTA DO PIAUI";40
"220157 BELEM DO PIAUI";42
"220160 BENEDITINOS";122
"220170 BERTOLINIA";73
"220173 BETANIA DO PIAUI";97
"220177 BOA HORA";105
"220180 BOCAINA";44
"220190 BOM JESUS";368
"220191 BOM PRINCIPIO DO PIAUI";96
"220192 BONFIM DO PIAUI";62
"220194 BOQUEIRAO DO PIAUI";107
"220196 BRASILEIRA";88
"220198 BREJO DO PIAUI";57
"220200 BURITI DOS LOPES";284
"220202 BURITI DOS MONTES";98
"220205 CABECEIRAS DO PIAUI";147
"220207 CAJAZEIRAS DO PIAUI";41
"220208 CAJUEIRO DA PRAIA";81
"220209 CALDEIRAO GRANDE DO PIAUI";64
"220210 CAMPINAS DO PIAUI";77
"220211 CAMPO ALEGRE DO FIDALGO";67
"220213 CAMPO GRANDE DO PIAUI";88
"220217 CAMPO LARGO DO PIAUI";97
"220220 CAMPO MAIOR";709
"220225 CANAVIEIRA";36
"220230 CANTO DO BURITI";244
"220240 CAPITAO DE CAMPOS";143
"220245 CAPITAO GERVASIO OLIVEIRA";54
"220250 CARACOL";135
"220253 CARAUBAS DO PIAUI";73
"220255 CARIDADE DO PIAUI";85
"220260 CASTELO DO PIAUI";300
"220265 CAXINGO";68
"220270 COCAL";364
"220271 COCAL DE TELHA";76
"220272 COCAL DOS ALVES";76
"220273 COIVARAS";51
"220275 COLONIA DO GURGUEIA";85
"220277 COLONIA DO PIAUI";77
"220280 CONCEICAO DO CANINDE";64
"220285 CORONEL JOSE DIAS";42
"220290 CORRENTE";350
"220300 CRISTALANDIA DO PIAUI";68
"220310 CRISTINO CASTRO";155
"220320 CURIMATA";171
"220323 CURRAIS";91
"220325 CURRALINHOS";51
"220327 CURRAL NOVO DO PIAUI";57
"220330 DEMERVAL LOBAO";154
"220335 DIRCEU ARCOVERDE";74
"220340 DOM EXPEDITO LOPES";72
"220342 DOMINGOS MOURAO";73
"220345 DOM INOCENCIO";88
"220350 ELESBAO VELOSO";155
"220360 ELISEU MARTINS";56
"220370 ESPERANTINA";579
"220375 FARTURA DO PIAUI";68
"220380 FLORES DO PIAUI";61
"220385 FLORESTA DO PIAUI";24
"220390 FLORIANO";843
"220400 FRANCINOPOLIS";77
"220410 FRANCISCO AYRES";52
"220415 FRANCISCO MACEDO";42
"220420 FRANCISCO SANTOS";116
"220430 FRONTEIRAS";115
"220435 GEMINIANO";67
"220440 GILBUES";160
"220450 GUADALUPE";152
"220455 GUARIBAS";52
"220460 HUGO NAPOLEAO";58
"220465 ILHA GRANDE";130
"220470 INHUMA";175
"220480 IPIRANGA DO PIAUI";110
"220490 ISAIAS COELHO";116
"220500 ITAINOPOLIS";96
"220510 ITAUEIRA";135
"220515 JACOBINA DO PIAUI";70
"220520 JAICOS";246
"220525 JARDIM DO MULATO";46
"220527 JATOBA DO PIAUI";69
"220530 JERUMENHA";63
"220535 JOAO COSTA";44
"220540 JOAQUIM PIRES";196
"220545 JOCA MARQUES";80
"220550 JOSE DE FREITAS";495
"220551 JUAZEIRO DO PIAUI";81
"220552 JULIO BORGES";60
"220553 JUREMA";58
"220554 LAGOINHA DO PIAUI";35
"220555 LAGOA ALEGRE";82
"220556 LAGOA DO BARRO DO PIAUI";46
"220557 LAGOA DE SAO FRANCISCO";74
"220558 LAGOA DO PIAUI";46
"220559 LAGOA DO SITIO";64
"220560 LANDRI SALES";69
"220570 LUIS CORREIA";405
"220580 LUZILANDIA";358
"220585 MADEIRO";114
