"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Rede geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"2311207";"Potengi (CE)";"Total";"Total";"64,18"
"2311231";"Potiretama (CE)";"Total";"Total";"44,34"
"2311264";"Quiterianópolis (CE)";"Total";"Total";"49,34"
"2311306";"Quixadá (CE)";"Total";"Total";"71,05"
"2311355";"Quixelô (CE)";"Total";"Total";"77,82"
"2311405";"Quixeramobim (CE)";"Total";"Total";"76,65"
"2311504";"Quixeré (CE)";"Total";"Total";"78,90"
"2311603";"Redenção (CE)";"Total";"Total";"66,87"
"2311702";"Reriutaba (CE)";"Total";"Total";"63,59"
"2311801";"Russas (CE)";"Total";"Total";"73,88"
"2311900";"Saboeiro (CE)";"Total";"Total";"59,84"
"2311959";"Salitre (CE)";"Total";"Total";"7,18"
"2312007";"Santana do Acaraú (CE)";"Total";"Total";"57,92"
"2312106";"Santana do Cariri (CE)";"Total";"Total";"53,64"
"2312205";"Santa Quitéria (CE)";"Total";"Total";"59,55"
"2312304";"São Benedito (CE)";"Total";"Total";"68,70"
"2312403";"São Gonçalo do Amarante (CE)";"Total";"Total";"50,25"
"2312502";"São João do Jaguaribe (CE)";"Total";"Total";"95,69"
"2312601";"São Luís do Curu (CE)";"Total";"Total";"68,98"
"2312700";"Senador Pompeu (CE)";"Total";"Total";"71,51"
"2312809";"Senador Sá (CE)";"Total";"Total";"78,13"
"2312908";"Sobral (CE)";"Total";"Total";"94,16"
"2313005";"Solonópole (CE)";"Total";"Total";"75,23"
"2313104";"Tabuleiro do Norte (CE)";"Total";"Total";"71,99"
"2313203";"Tamboril (CE)";"Total";"Total";"61,31"
"2313252";"Tarrafas (CE)";"Total";"Total";"40,11"
"2313302";"Tauá (CE)";"Total";"Total";"73,81"
"2313351";"Tejuçuoca (CE)";"Total";"Total";"57,03"
"2313401";"Tianguá (CE)";"Total";"Total";"82,08"
"2313500";"Trairi (CE)";"Total";"Total";"20,45"
"2313559";"Tururu (CE)";"Total";"Total";"77,51"
"2313609";"Ubajara (CE)";"Total";"Total";"66,92"
"2313708";"Umari (CE)";"Total";"Total";"63,53"
"2313757";"Umirim (CE)";"Total";"Total";"76,81"
"2313807";"Uruburetama (CE)";"Total";"Total";"71,70"
"2313906";"Uruoca (CE)";"Total";"Total";"64,28"
"2313955";"Varjota (CE)";"Total";"Total";"83,70"
"2314003";"Várzea Alegre (CE)";"Total";"Total";"74,70"
"2314102";"Viçosa do Ceará (CE)";"Total";"Total";"44,70"
"2400109";"Acari (RN)";"Total";"Total";"88,73"
"2400208";"Açu (RN)";"Total";"Total";"86,12"
"2400307";"Afonso Bezerra (RN)";"Total";"Total";"68,20"
"2400406";"Água Nova (RN)";"Total";"Total";"85,73"
"2400505";"Alexandria (RN)";"Total";"Total";"77,81"
"2400604";"Almino Afonso (RN)";"Total";"Total";"66,57"
"2400703";"Alto do Rodrigues (RN)";"Total";"Total";"85,75"
"2400802";"Angicos (RN)";"Total";"Total";"89,79"
"2400901";"Antônio Martins (RN)";"Total";"Total";"77,43"
"2401008";"Apodi (RN)";"Total";"Total";"62,12"
"2401107";"Areia Branca (RN)";"Total";"Total";"84,73"
"2401206";"Arês (RN)";"Total";"Total";"84,75"
"2401305";"Campo Grande (RN)";"Total";"Total";"54,41"
"2401404";"Baía Formosa (RN)";"Total";"Total";"90,79"
"2401453";"Baraúna (RN)";"Total";"Total";"69,67"
"2401503";"Barcelona (RN)";"Total";"Total";"79,24"
"2401602";"Bento Fernandes (RN)";"Total";"Total";"73,75"
"2401651";"Bodó (RN)";"Total";"Total";"76,55"
"2401701";"Bom Jesus (RN)";"Total";"Total";"87,51"
"2401800";"Brejinho (RN)";"Total";"Total";"77,98"
"2401859";"Caiçara do Norte (RN)";"Total";"Total";"82,19"
"2401909";"Caiçara do Rio do Vento (RN)";"Total";"Total";"89,46"
"2402006";"Caicó (RN)";"Total";"Total";"92,32"
"2402105";"Campo Redondo (RN)";"Total";"Total";"48,75"
"2402204";"Canguaretama (RN)";"Total";"Total";"88,63"
"2402303";"Caraúbas (RN)";"Total";"Total";"76,22"
"2402402";"Carnaúba dos Dantas (RN)";"Total";"Total";"76,02"
"2402501";"Carnaubais (RN)";"Total";"Total";"86,01"
"2402600";"Ceará-Mirim (RN)";"Total";"Total";"75,77"
"2402709";"Cerro Corá (RN)";"Total";"Total";"65,89"
"2402808";"Coronel Ezequiel (RN)";"Total";"Total";"49,01"
"2402907";"Coronel João Pessoa (RN)";"Total";"Total";"82,40"
"2403004";"Cruzeta (RN)";"Total";"Total";"80,32"
"2403103";"Currais Novos (RN)";"Total";"Total";"87,76"
"2403202";"Doutor Severiano (RN)";"Total";"Total";"88,76"
"2403251";"Parnamirim (RN)";"Total";"Total";"96,71"
"2403301";"Encanto (RN)";"Total";"Total";"72,99"
"2403400";"Equador (RN)";"Total";"Total";"74,29"
"2403509";"Espírito Santo (RN)";"Total";"Total";"76,68"
"2403608";"Extremoz (RN)";"Total";"Total";"77,54"
"2403707";"Felipe Guerra (RN)";"Total";"Total";"74,31"
"2403756";"Fernando Pedroza (RN)";"Total";"Total";"79,46"
"2403806";"Florânia (RN)";"Total";"Total";"81,16"
"2403905";"Francisco Dantas (RN)";"Total";"Total";"74,01"
"2404002";"Frutuoso Gomes (RN)";"Total";"Total";"80,15"
"2404101";"Galinhos (RN)";"Total";"Total";"16,13"
"2404200";"Goianinha (RN)";"Total";"Total";"78,15"
"2404309";"Governador Dix-Sept Rosado (RN)";"Total";"Total";"51,56"
"2404408";"Grossos (RN)";"Total";"Total";"83,96"
"2404507";"Guamaré (RN)";"Total";"Total";"86,36"
"2404606";"Ielmo Marinho (RN)";"Total";"Total";"41,92"
"2404705";"Ipanguaçu (RN)";"Total";"Total";"71,82"
"2404804";"Ipueira (RN)";"Total";"Total";"91,72"
"2404853";"Itajá (RN)";"Total";"Total";"88,14"
"2404903";"Itaú (RN)";"Total";"Total";"89,00"
"2405009";"Jaçanã (RN)";"Total";"Total";"30,79"
"2405108";"Jandaíra (RN)";"Total";"Total";"69,88"
"2405207";"Janduís (RN)";"Total";"Total";"75,50"
"2405306";"Januário Cicco (RN)";"Total";"Total";"74,91"
"2405405";"Japi (RN)";"Total";"Total";"57,68"
"2405504";"Jardim de Angicos (RN)";"Total";"Total";"44,79"
"2405603";"Jardim de Piranhas (RN)";"Total";"Total";"82,06"
"2405702";"Jardim do Seridó (RN)";"Total";"Total";"87,85"
"2405801";"João Câmara (RN)";"Total";"Total";"77,79"
"2405900";"João Dias (RN)";"Total";"Total";"70,48"
"2406007";"José da Penha (RN)";"Total";"Total";"91,64"
"2406106";"Jucurutu (RN)";"Total";"Total";"85,23"
"2406155";"Jundiá (RN)";"Total";"Total";"63,41"
"2406205";"Lagoa d'Anta (RN)";"Total";"Total";"87,11"
"2406304";"Lagoa de Pedras (RN)";"Total";"Total";"61,54"
"2406403";"Lagoa de Velhos (RN)";"Total";"Total";"87,37"
"2406502";"Lagoa Nova (RN)";"Total";"Total";"82,02"
"2406601";"Lagoa Salgada (RN)";"Total";"Total";"75,56"
"2406700";"Lajes (RN)";"Total";"Total";"78,09"
"2406809";"Lajes Pintadas (RN)";"Total";"Total";"65,75"
"2406908";"Lucrécia (RN)";"Total";"Total";"79,64"
"2407005";"Luís Gomes (RN)";"Total";"Total";"83,27"
"2407104";"Macaíba (RN)";"Total";"Total";"79,55"
"2407203";"Macau (RN)";"Total";"Total";"87,70"
"2407252";"Major Sales (RN)";"Total";"Total";"97,91"
"2407302";"Marcelino Vieira (RN)";"Total";"Total";"86,38"
"2407401";"Martins (RN)";"Total";"Total";"72,95"
"2407500";"Maxaranguape (RN)";"Total";"Total";"91,45"
"2407609";"Messias Targino (RN)";"Total";"Total";"72,87"
"2407708";"Montanhas (RN)";"Total";"Total";"91,50"
"2407807";"Monte Alegre (RN)";"Total";"Total";"84,38"
"2407906";"Monte das Gameleiras (RN)";"Total";"Total";"70,80"
"2408003";"Mossoró (RN)";"Total";"Total";"91,95"
"2408102";"Natal (RN)";"Total";"Total";"98,34"
"2408201";"Nísia Floresta (RN)";"Total";"Total";"63,00"
"2408300";"Nova Cruz (RN)";"Total";"Total";"81,82"
"2408409";"Olho d'Água do Borges (RN)";"Total";"Total";"70,72"
"2408508";"Ouro Branco (RN)";"Total";"Total";"80,85"
"2408607";"Paraná (RN)";"Total";"Total";"87,70"
"2408706";"Paraú (RN)";"Total";"Total";"83,73"
"2408805";"Parazinho (RN)";"Total";"Total";"84,61"
"2408904";"Parelhas (RN)";"Total";"Total";"86,20"
"2408953";"Rio do Fogo (RN)";"Total";"Total";"92,91"
"2409100";"Passa e Fica (RN)";"Total";"Total";"87,26"
"2409209";"Passagem (RN)";"Total";"Total";"64,65"
"2409308";"Patu (RN)";"Total";"Total";"59,61"
"2409332";"Santa Maria (RN)";"Total";"Total";"72,56"
"2409407";"Pau dos Ferros (RN)";"Total";"Total";"95,34"
"2409506";"Pedra Grande (RN)";"Total";"Total";"47,62"
"2409605";"Pedra Preta (RN)";"Total";"Total";"41,54"
"2409704";"Pedro Avelino (RN)";"Total";"Total";"67,55"
"2409803";"Pedro Velho (RN)";"Total";"Total";"91,40"
"2409902";"Pendências (RN)";"Total";"Total";"89,55"
"2410009";"Pilões (RN)";"Total";"Total";"85,10"
"2410108";"Poço Branco (RN)";"Total";"Total";"90,68"
"2410207";"Portalegre (RN)";"Total";"Total";"58,78"
"2410256";"Porto do Mangue (RN)";"Total";"Total";"51,08"
"2410306";"Serra Caiada (RN)";"Total";"Total";"84,97"
"2410405";"Pureza (RN)";"Total";"Total";"53,88"
"2410504";"Rafael Fernandes (RN)";"Total";"Total";"47,96"
"2410603";"Rafael Godeiro (RN)";"Total";"Total";"67,71"
"2410702";"Riacho da Cruz (RN)";"Total";"Total";"84,96"
"2410801";"Riacho de Santana (RN)";"Total";"Total";"67,92"
"2410900";"Riachuelo (RN)";"Total";"Total";"79,96"
"2411007";"Rodolfo Fernandes (RN)";"Total";"Total";"88,11"
"2411056";"Tibau (RN)";"Total";"Total";"72,30"
"2411106";"Ruy Barbosa (RN)";"Total";"Total";"57,28"
"2411205";"Santa Cruz (RN)";"Total";"Total";"84,62"
"2411403";"Santana do Matos (RN)";"Total";"Total";"60,24"
"2411429";"Santana do Seridó (RN)";"Total";"Total";"69,02"
"2411502";"Santo Antônio (RN)";"Total";"Total";"80,33"
"2411601";"São Bento do Norte (RN)";"Total";"Total";"66,62"
"2411700";"São Bento do Trairí (RN)";"Total";"Total";"57,74"
"2411809";"São Fernando (RN)";"Total";"Total";"82,25"
"2411908";"São Francisco do Oeste (RN)";"Total";"Total";"84,05"
"2412005";"São Gonçalo do Amarante (RN)";"Total";"Total";"91,97"
"2412104";"São João do Sabugi (RN)";"Total";"Total";"81,89"
"2412203";"São José de Mipibu (RN)";"Total";"Total";"64,78"
"2412302";"São José do Campestre (RN)";"Total";"Total";"83,71"
"2412401";"São José do Seridó (RN)";"Total";"Total";"80,05"
"2412500";"São Miguel (RN)";"Total";"Total";"88,31"
"2412559";"São Miguel do Gostoso (RN)";"Total";"Total";"82,34"
"2412609";"São Paulo do Potengi (RN)";"Total";"Total";"83,85"
"2412708";"São Pedro (RN)";"Total";"Total";"65,76"
"2412807";"São Rafael (RN)";"Total";"Total";"82,57"
"2412906";"São Tomé (RN)";"Total";"Total";"61,15"
"2413003";"São Vicente (RN)";"Total";"Total";"91,39"
"2413102";"Senador Elói de Souza (RN)";"Total";"Total";"83,29"
"2413201";"Senador Georgino Avelino (RN)";"Total";"Total";"91,55"
"2413300";"Serra de São Bento (RN)";"Total";"Total";"61,49"
"2413359";"Serra do Mel (RN)";"Total";"Total";"83,22"
"2413409";"Serra Negra do Norte (RN)";"Total";"Total";"67,09"
"2413508";"Serrinha (RN)";"Total";"Total";"55,05"
"2413557";"Serrinha dos Pintos (RN)";"Total";"Total";"90,09"
"2413607";"Severiano Melo (RN)";"Total";"Total";"69,04"
"2413706";"Sítio Novo (RN)";"Total";"Total";"69,87"
"2413805";"Taboleiro Grande (RN)";"Total";"Total";"56,38"
"2413904";"Taipu (RN)";"Total";"Total";"67,03"
"2414001";"Tangará (RN)";"Total";"Total";"88,79"
"2414100";"Tenente Ananias (RN)";"Total";"Total";"71,76"
"2414159";"Tenente Laurentino Cruz (RN)";"Total";"Total";"91,04"
"2414209";"Tibau do Sul (RN)";"Total";"Total";"87,99"
"2414308";"Timbaúba dos Batistas (RN)";"Total";"Total";"86,52"
"2414407";"Touros (RN)";"Total";"Total";"79,72"
"2414456";"Triunfo Potiguar (RN)";"Total";"Total";"75,46"
"2414506";"Umarizal (RN)";"Total";"Total";"83,79"
"2414605";"Upanema (RN)";"Total";"Total";"68,06"
"2414704";"Várzea (RN)";"Total";"Total";"87,26"
"2414753";"Venha-Ver (RN)";"Total";"Total";"93,56"
"2414803";"Vera Cruz (RN)";"Total";"Total";"75,84"
"2414902";"Viçosa (RN)";"Total";"Total";"90,23"
"2415008";"Vila Flor (RN)";"Total";"Total";"96,07"
"2500106";"Água Branca (PB)";"Total";"Total";"56,74"
"2500205";"Aguiar (PB)";"Total";"Total";"52,98"
"2500304";"Alagoa Grande (PB)";"Total";"Total";"77,61"
"2500403";"Alagoa Nova (PB)";"Total";"Total";"45,71"
"2500502";"Alagoinha (PB)";"Total";"Total";"77,46"
"2500536";"Alcantil (PB)";"Total";"Total";"0,45"
"2500577";"Algodão de Jandaíra (PB)";"Total";"Total";"22,44"
"2500601";"Alhandra (PB)";"Total";"Total";"83,38"
"2500700";"São João do Rio do Peixe (PB)";"Total";"Total";"51,41"
"2500734";"Amparo (PB)";"Total";"Total";"53,14"
"2500775";"Aparecida (PB)";"Total";"Total";"58,68"
"2500809";"Araçagi (PB)";"Total";"Total";"47,64"
"2500908";"Arara (PB)";"Total";"Total";"71,34"
"2501005";"Araruna (PB)";"Total";"Total";"59,29"
"2501104";"Areia (PB)";"Total";"Total";"62,68"
"2501153";"Areia de Baraúnas (PB)";"Total";"Total";"50,20"
"2501203";"Areial (PB)";"Total";"Total";"59,71"
"2501302";"Aroeiras (PB)";"Total";"Total";"36,78"
"2501351";"Assunção (PB)";"Total";"Total";"0,10"
"2501401";"Baía da Traição (PB)";"Total";"Total";"91,79"
"2501500";"Bananeiras (PB)";"Total";"Total";"47,03"
"2501534";"Baraúna (PB)";"Total";"Total";"0,08"
"2501575";"Barra de Santana (PB)";"Total";"Total";"11,48"
"2501609";"Barra de Santa Rosa (PB)";"Total";"Total";"56,05"
"2501708";"Barra de São Miguel (PB)";"Total";"Total";"64,42"
"2501807";"Bayeux (PB)";"Total";"Total";"95,25"
"2501906";"Belém (PB)";"Total";"Total";"84,08"
"2502003";"Belém do Brejo do Cruz (PB)";"Total";"Total";"71,31"
"2502052";"Bernardino Batista (PB)";"Total";"Total";"44,68"
"2502102";"Boa Ventura (PB)";"Total";"Total";"63,47"
"2502151";"Boa Vista (PB)";"Total";"Total";"60,81"
"2502201";"Bom Jesus (PB)";"Total";"Total";"67,67"
"2502300";"Bom Sucesso (PB)";"Total";"Total";"68,08"
"2502409";"Bonito de Santa Fé (PB)";"Total";"Total";"74,72"
"2502508";"Boqueirão (PB)";"Total";"Total";"73,07"
"2502607";"Igaracy (PB)";"Total";"Total";"69,36"
"2502706";"Borborema (PB)";"Total";"Total";"72,40"
"2502805";"Brejo do Cruz (PB)";"Total";"Total";"72,94"
"2502904";"Brejo dos Santos (PB)";"Total";"Total";"80,94"
"2503001";"Caaporã (PB)";"Total";"Total";"83,24"
"2503100";"Cabaceiras (PB)";"Total";"Total";"71,15"
"2503209";"Cabedelo (PB)";"Total";"Total";"97,31"
"2503308";"Cachoeira dos Índios (PB)";"Total";"Total";"58,03"
"2503407";"Cacimba de Areia (PB)";"Total";"Total";"46,94"
"2503506";"Cacimba de Dentro (PB)";"Total";"Total";"70,03"
"2503555";"Cacimbas (PB)";"Total";"Total";"48,56"
"2503605";"Caiçara (PB)";"Total";"Total";"72,10"
"2503704";"Cajazeiras (PB)";"Total";"Total";"81,12"
"2503753";"Cajazeirinhas (PB)";"Total";"Total";"38,35"
"2503803";"Caldas Brandão (PB)";"Total";"Total";"78,27"
"2503902";"Camalaú (PB)";"Total";"Total";"52,23"
"2504009";"Campina Grande (PB)";"Total";"Total";"97,76"
"2504033";"Capim (PB)";"Total";"Total";"63,66"
"2504074";"Caraúbas (PB)";"Total";"Total";"60,54"
"2504108";"Carrapateira (PB)";"Total";"Total";"71,02"
"2504157";"Casserengue (PB)";"Total";"Total";"48,54"
"2504207";"Catingueira (PB)";"Total";"Total";"65,88"
"2504306";"Catolé do Rocha (PB)";"Total";"Total";"76,46"
"2504355";"Caturité (PB)";"Total";"Total";"44,09"
"2504405";"Conceição (PB)";"Total";"Total";"64,01"
"2504504";"Condado (PB)";"Total";"Total";"74,35"
"2504603";"Conde (PB)";"Total";"Total";"54,64"
"2504702";"Congo (PB)";"Total";"Total";"66,10"
"2504801";"Coremas (PB)";"Total";"Total";"84,14"
"2504850";"Coxixola (PB)";"Total";"Total";"90,82"
"2504900";"Cruz do Espírito Santo (PB)";"Total";"Total";"60,94"
"2505006";"Cubati (PB)";"Total";"Total";"69,71"
"2505105";"Cuité (PB)";"Total";"Total";"65,91"
"2505204";"Cuitegi (PB)";"Total";"Total";"88,25"
"2505238";"Cuité de Mamanguape (PB)";"Total";"Total";"46,39"
"2505279";"Curral de Cima (PB)";"Total";"Total";"25,60"
"2505303";"Curral Velho (PB)";"Total";"Total";"66,05"
"2505352";"Damião (PB)";"Total";"Total";"29,65"
"2505402";"Desterro (PB)";"Total";"Total";"62,76"
"2505501";"Vista Serrana (PB)";"Total";"Total";"48,80"
"2505600";"Diamante (PB)";"Total";"Total";"67,18"
"2505709";"Dona Inês (PB)";"Total";"Total";"43,17"
"2505808";"Duas Estradas (PB)";"Total";"Total";"77,09"
"2505907";"Emas (PB)";"Total";"Total";"68,86"
"2506004";"Esperança (PB)";"Total";"Total";"70,24"
"2506103";"Fagundes (PB)";"Total";"Total";"46,34"
"2506202";"Frei Martinho (PB)";"Total";"Total";"77,60"
"2506251";"Gado Bravo (PB)";"Total";"Total";"15,75"
"2506301";"Guarabira (PB)";"Total";"Total";"95,46"
"2506400";"Gurinhém (PB)";"Total";"Total";"58,42"
"2506509";"Gurjão (PB)";"Total";"Total";"69,32"
"2506608";"Ibiara (PB)";"Total";"Total";"68,96"
"2506707";"Imaculada (PB)";"Total";"Total";"50,59"
"2506806";"Ingá (PB)";"Total";"Total";"67,63"
"2506905";"Itabaiana (PB)";"Total";"Total";"70,07"
"2507002";"Itaporanga (PB)";"Total";"Total";"75,97"
"2507101";"Itapororoca (PB)";"Total";"Total";"66,83"
"2507200";"Itatuba (PB)";"Total";"Total";"55,87"
"2507309";"Jacaraú (PB)";"Total";"Total";"77,63"
"2507408";"Jericó (PB)";"Total";"Total";"78,97"
"2507507";"João Pessoa (PB)";"Total";"Total";"96,39"
"2507606";"Juarez Távora (PB)";"Total";"Total";"82,17"
"2507705";"Juazeirinho (PB)";"Total";"Total";"55,32"
"2507804";"Junco do Seridó (PB)";"Total";"Total";"73,25"
"2507903";"Juripiranga (PB)";"Total";"Total";"72,97"
"2508000";"Juru (PB)";"Total";"Total";"62,84"
"2508109";"Lagoa (PB)";"Total";"Total";"52,70"
"2508208";"Lagoa de Dentro (PB)";"Total";"Total";"55,51"
"2508307";"Lagoa Seca (PB)";"Total";"Total";"45,47"
"2508406";"Lastro (PB)";"Total";"Total";"45,38"
"2508505";"Livramento (PB)";"Total";"Total";"42,63"
"2508554";"Logradouro (PB)";"Total";"Total";"66,21"
"2508604";"Lucena (PB)";"Total";"Total";"77,08"
"2508703";"Mãe d'Água (PB)";"Total";"Total";"62,02"
"2508802";"Malta (PB)";"Total";"Total";"85,24"
"2508901";"Mamanguape (PB)";"Total";"Total";"66,32"
"2509008";"Manaíra (PB)";"Total";"Total";"58,07"
"2509057";"Marcação (PB)";"Total";"Total";"95,98"
"2509107";"Mari (PB)";"Total";"Total";"67,61"
"2509156";"Marizópolis (PB)";"Total";"Total";"90,19"
"2509206";"Massaranduba (PB)";"Total";"Total";"50,66"
"2509305";"Mataraca (PB)";"Total";"Total";"92,38"
"2509339";"Matinhas (PB)";"Total";"Total";"16,29"
"2509370";"Mato Grosso (PB)";"Total";"Total";"68,29"
"2509396";"Maturéia (PB)";"Total";"Total";"60,39"
"2509404";"Mogeiro (PB)";"Total";"Total";"27,84"
"2509503";"Montadas (PB)";"Total";"Total";"62,01"
"2509602";"Monte Horebe (PB)";"Total";"Total";"60,06"
"2509701";"Monteiro (PB)";"Total";"Total";"64,35"
"2509800";"Mulungu (PB)";"Total";"Total";"64,68"
"2509909";"Natuba (PB)";"Total";"Total";"35,94"
"2510006";"Nazarezinho (PB)";"Total";"Total";"44,60"
"2510105";"Nova Floresta (PB)";"Total";"Total";"63,95"
"2510204";"Nova Olinda (PB)";"Total";"Total";"68,91"
"2510303";"Nova Palmeira (PB)";"Total";"Total";"56,95"
"2510402";"Olho d'Água (PB)";"Total";"Total";"59,26"
"2510501";"Olivedos (PB)";"Total";"Total";"53,16"
"2510600";"Ouro Velho (PB)";"Total";"Total";"63,66"
"2510659";"Parari (PB)";"Total";"Total";"56,72"
"2510709";"Passagem (PB)";"Total";"Total";"56,85"
"2510808";"Patos (PB)";"Total";"Total";"94,95"
"2510907";"Paulista (PB)";"Total";"Total";"49,00"
"2511004";"Pedra Branca (PB)";"Total";"Total";"75,20"
"2511103";"Pedra Lavrada (PB)";"Total";"Total";"43,99"
"2511202";"Pedras de Fogo (PB)";"Total";"Total";"48,89"
"2511301";"Piancó (PB)";"Total";"Total";"72,92"
"2511400";"Picuí (PB)";"Total";"Total";"68,95"
"2511509";"Pilar (PB)";"Total";"Total";"65,90"
"2511608";"Pilões (PB)";"Total";"Total";"43,36"
"2511707";"Pilõezinhos (PB)";"Total";"Total";"57,82"
"2511806";"Pirpirituba (PB)";"Total";"Total";"78,10"
"2511905";"Pitimbu (PB)";"Total";"Total";"63,55"
"2512002";"Pocinhos (PB)";"Total";"Total";"58,73"
"2512036";"Poço Dantas (PB)";"Total";"Total";"63,17"
"2512077";"Poço de José de Moura (PB)";"Total";"Total";"47,43"
"2512101";"Pombal (PB)";"Total";"Total";"79,35"
"2512200";"Prata (PB)";"Total";"Total";"64,52"
"2512309";"Princesa Isabel (PB)";"Total";"Total";"74,04"
"2512408";"Puxinanã (PB)";"Total";"Total";"59,76"
"2512507";"Queimadas (PB)";"Total";"Total";"72,75"
"2512606";"Quixaba (PB)";"Total";"Total";"41,86"
"2512705";"Remígio (PB)";"Total";"Total";"76,88"
"2512721";"Pedro Régis (PB)";"Total";"Total";"59,69"
"2512747";"Riachão (PB)";"Total";"Total";"69,03"
"2512754";"Riachão do Bacamarte (PB)";"Total";"Total";"46,13"
"2512762";"Riachão do Poço (PB)";"Total";"Total";"28,03"
"2512788";"Riacho de Santo Antônio (PB)";"Total";"Total";"60,89"
"2512804";"Riacho dos Cavalos (PB)";"Total";"Total";"49,93"
"2512903";"Rio Tinto (PB)";"Total";"Total";"49,66"
"2513000";"Salgadinho (PB)";"Total";"Total";"28,11"
"2513109";"Salgado de São Félix (PB)";"Total";"Total";"50,42"
"2513158";"Santa Cecília (PB)";"Total";"Total";"-"
"2513208";"Santa Cruz (PB)";"Total";"Total";"73,39"
"2513307";"Santa Helena (PB)";"Total";"Total";"58,35"
"2513356";"Santa Inês (PB)";"Total";"Total";"42,19"
"2513406";"Santa Luzia (PB)";"Total";"Total";"89,23"
"2513505";"Santana de Mangueira (PB)";"Total";"Total";"46,38"
"2513604";"Santana dos Garrotes (PB)";"Total";"Total";"58,96"
"2513653";"Joca Claudino (PB)";"Total";"Total";"78,53"
"2513703";"Santa Rita (PB)";"Total";"Total";"82,11"
"2513802";"Santa Teresinha (PB)";"Total";"Total";"50,87"
"2513851";"Santo André (PB)";"Total";"Total";"-"
"2513901";"São Bento (PB)";"Total";"Total";"84,14"
"2513927";"São Bentinho (PB)";"Total";"Total";"67,22"
"2513943";"São Domingos do Cariri (PB)";"Total";"Total";"55,93"
"2513968";"São Domingos (PB)";"Total";"Total";"36,24"
"2513984";"São Francisco (PB)";"Total";"Total";"77,49"
"2514008";"São João do Cariri (PB)";"Total";"Total";"61,25"
"2514107";"São João do Tigre (PB)";"Total";"Total";"13,08"
"2514206";"São José da Lagoa Tapada (PB)";"Total";"Total";"55,25"
"2514305";"São José de Caiana (PB)";"Total";"Total";"45,82"
"2514404";"São José de Espinharas (PB)";"Total";"Total";"37,06"
"2514453";"São José dos Ramos (PB)";"Total";"Total";"32,88"
"2514503";"São José de Piranhas (PB)";"Total";"Total";"62,21"
"2514552";"São José de Princesa (PB)";"Total";"Total";"16,03"
"2514602";"São José do Bonfim (PB)";"Total";"Total";"47,79"
"2514651";"São José do Brejo do Cruz (PB)";"Total";"Total";"-"
"2514701";"São José do Sabugi (PB)";"Total";"Total";"66,58"
"2514800";"São José dos Cordeiros (PB)";"Total";"Total";"43,52"
"2514909";"São Mamede (PB)";"Total";"Total";"77,37"
"2515005";"São Miguel de Taipu (PB)";"Total";"Total";"49,29"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"Total";"Total";"43,65"
"2515203";"São Sebastião do Umbuzeiro (PB)";"Total";"Total";"66,76"
"2515302";"Sapé (PB)";"Total";"Total";"64,66"
"2515401";"São Vicente do Seridó (PB)";"Total";"Total";"45,04"
"2515500";"Serra Branca (PB)";"Total";"Total";"72,06"
"2515609";"Serra da Raiz (PB)";"Total";"Total";"77,46"
"2515708";"Serra Grande (PB)";"Total";"Total";"60,86"
"2515807";"Serra Redonda (PB)";"Total";"Total";"53,63"
"2515906";"Serraria (PB)";"Total";"Total";"56,75"
"2515930";"Sertãozinho (PB)";"Total";"Total";"63,74"
"2515971";"Sobrado (PB)";"Total";"Total";"32,00"
"2516003";"Solânea (PB)";"Total";"Total";"72,97"
"2516102";"Soledade (PB)";"Total";"Total";"71,39"
"2516151";"Sossêgo (PB)";"Total";"Total";"-"
"2516201";"Sousa (PB)";"Total";"Total";"89,13"
"2516300";"Sumé (PB)";"Total";"Total";"74,30"
"2516409";"Tacima (PB)";"Total";"Total";"64,23"
"2516508";"Taperoá (PB)";"Total";"Total";"62,23"
"2516607";"Tavares (PB)";"Total";"Total";"53,50"
"2516706";"Teixeira (PB)";"Total";"Total";"65,95"
"2516755";"Tenório (PB)";"Total";"Total";"0,13"
"2516805";"Triunfo (PB)";"Total";"Total";"60,18"
"2516904";"Uiraúna (PB)";"Total";"Total";"78,01"
"2517001";"Umbuzeiro (PB)";"Total";"Total";"19,30"
"2517100";"Várzea (PB)";"Total";"Total";"73,87"
"2517209";"Vieirópolis (PB)";"Total";"Total";"64,83"
"2517407";"Zabelê (PB)";"Total";"Total";"75,26"
"2600054";"Abreu e Lima (PE)";"Total";"Total";"91,48"
"2600104";"Afogados da Ingazeira (PE)";"Total";"Total";"81,25"
"2600203";"Afrânio (PE)";"Total";"Total";"41,69"
"2600302";"Agrestina (PE)";"Total";"Total";"81,30"
"2600401";"Água Preta (PE)";"Total";"Total";"59,25"
"2600500";"Águas Belas (PE)";"Total";"Total";"62,92"
