"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Rede geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"3124500";"Estiva (MG)";"Total";"Total";"53,36"
"3124609";"Estrela Dalva (MG)";"Total";"Total";"72,76"
"3124708";"Estrela do Indaiá (MG)";"Total";"Total";"81,06"
"3124807";"Estrela do Sul (MG)";"Total";"Total";"76,93"
"3124906";"Eugenópolis (MG)";"Total";"Total";"71,60"
"3125002";"Ewbank da Câmara (MG)";"Total";"Total";"95,21"
"3125101";"Extrema (MG)";"Total";"Total";"73,81"
"3125200";"Fama (MG)";"Total";"Total";"65,69"
"3125309";"Faria Lemos (MG)";"Total";"Total";"76,61"
"3125408";"Felício dos Santos (MG)";"Total";"Total";"76,70"
"3125507";"São Gonçalo do Rio Preto (MG)";"Total";"Total";"66,13"
"3125606";"Felisburgo (MG)";"Total";"Total";"74,33"
"3125705";"Felixlândia (MG)";"Total";"Total";"76,95"
"3125804";"Fernandes Tourinho (MG)";"Total";"Total";"55,32"
"3125903";"Ferros (MG)";"Total";"Total";"35,84"
"3125952";"Fervedouro (MG)";"Total";"Total";"43,27"
"3126000";"Florestal (MG)";"Total";"Total";"78,07"
"3126109";"Formiga (MG)";"Total";"Total";"91,65"
"3126208";"Formoso (MG)";"Total";"Total";"65,89"
"3126307";"Fortaleza de Minas (MG)";"Total";"Total";"74,27"
"3126406";"Fortuna de Minas (MG)";"Total";"Total";"73,78"
"3126505";"Francisco Badaró (MG)";"Total";"Total";"75,36"
"3126604";"Francisco Dumont (MG)";"Total";"Total";"54,41"
"3126703";"Francisco Sá (MG)";"Total";"Total";"64,51"
"3126752";"Franciscópolis (MG)";"Total";"Total";"47,02"
"3126802";"Frei Gaspar (MG)";"Total";"Total";"58,36"
"3126901";"Frei Inocêncio (MG)";"Total";"Total";"77,38"
"3126950";"Frei Lagonegro (MG)";"Total";"Total";"26,61"
"3127008";"Fronteira (MG)";"Total";"Total";"89,46"
"3127057";"Fronteira dos Vales (MG)";"Total";"Total";"72,16"
"3127073";"Fruta de Leite (MG)";"Total";"Total";"45,31"
"3127107";"Frutal (MG)";"Total";"Total";"83,25"
"3127206";"Funilândia (MG)";"Total";"Total";"71,63"
"3127305";"Galiléia (MG)";"Total";"Total";"80,30"
"3127339";"Gameleiras (MG)";"Total";"Total";"82,03"
"3127354";"Glaucilândia (MG)";"Total";"Total";"68,82"
"3127370";"Goiabeira (MG)";"Total";"Total";"83,27"
"3127388";"Goianá (MG)";"Total";"Total";"80,15"
"3127404";"Gonçalves (MG)";"Total";"Total";"29,46"
"3127503";"Gonzaga (MG)";"Total";"Total";"55,84"
"3127602";"Gouveia (MG)";"Total";"Total";"86,79"
"3127701";"Governador Valadares (MG)";"Total";"Total";"95,69"
"3127800";"Grão Mogol (MG)";"Total";"Total";"48,36"
"3127909";"Grupiara (MG)";"Total";"Total";"83,56"
"3128006";"Guanhães (MG)";"Total";"Total";"80,57"
"3128105";"Guapé (MG)";"Total";"Total";"68,73"
"3128204";"Guaraciaba (MG)";"Total";"Total";"39,17"
"3128253";"Guaraciama (MG)";"Total";"Total";"79,14"
"3128303";"Guaranésia (MG)";"Total";"Total";"88,32"
"3128402";"Guarani (MG)";"Total";"Total";"79,35"
"3128501";"Guarará (MG)";"Total";"Total";"85,16"
"3128600";"Guarda-Mor (MG)";"Total";"Total";"58,74"
"3128709";"Guaxupé (MG)";"Total";"Total";"93,10"
"3128808";"Guidoval (MG)";"Total";"Total";"73,28"
"3128907";"Guimarânia (MG)";"Total";"Total";"80,38"
"3129004";"Guiricema (MG)";"Total";"Total";"53,08"
"3129103";"Gurinhatã (MG)";"Total";"Total";"47,32"
"3129202";"Heliodora (MG)";"Total";"Total";"78,42"
"3129301";"Iapu (MG)";"Total";"Total";"65,41"
"3129400";"Ibertioga (MG)";"Total";"Total";"72,21"
"3129509";"Ibiá (MG)";"Total";"Total";"84,37"
"3129608";"Ibiaí (MG)";"Total";"Total";"73,19"
"3129657";"Ibiracatu (MG)";"Total";"Total";"81,36"
"3129707";"Ibiraci (MG)";"Total";"Total";"73,90"
"3129806";"Ibirité (MG)";"Total";"Total";"98,65"
"3129905";"Ibitiúra de Minas (MG)";"Total";"Total";"68,78"
"3130002";"Ibituruna (MG)";"Total";"Total";"86,26"
"3130051";"Icaraí de Minas (MG)";"Total";"Total";"73,39"
"3130101";"Igarapé (MG)";"Total";"Total";"90,10"
"3130200";"Igaratinga (MG)";"Total";"Total";"83,57"
"3130309";"Iguatama (MG)";"Total";"Total";"85,14"
"3130408";"Ijaci (MG)";"Total";"Total";"88,92"
"3130507";"Ilicínea (MG)";"Total";"Total";"77,19"
"3130556";"Imbé de Minas (MG)";"Total";"Total";"27,17"
"3130606";"Inconfidentes (MG)";"Total";"Total";"55,13"
"3130655";"Indaiabira (MG)";"Total";"Total";"52,52"
"3130705";"Indianópolis (MG)";"Total";"Total";"64,73"
"3130804";"Ingaí (MG)";"Total";"Total";"63,29"
"3130903";"Inhapim (MG)";"Total";"Total";"48,91"
"3131000";"Inhaúma (MG)";"Total";"Total";"84,02"
"3131109";"Inimutaba (MG)";"Total";"Total";"77,39"
"3131158";"Ipaba (MG)";"Total";"Total";"81,51"
"3131208";"Ipanema (MG)";"Total";"Total";"76,04"
"3131307";"Ipatinga (MG)";"Total";"Total";"89,78"
"3131406";"Ipiaçu (MG)";"Total";"Total";"90,35"
"3131505";"Ipuiúna (MG)";"Total";"Total";"71,45"
"3131604";"Iraí de Minas (MG)";"Total";"Total";"74,70"
"3131703";"Itabira (MG)";"Total";"Total";"91,74"
"3131802";"Itabirinha (MG)";"Total";"Total";"76,48"
"3131901";"Itabirito (MG)";"Total";"Total";"90,55"
"3132008";"Itacambira (MG)";"Total";"Total";"36,17"
"3132107";"Itacarambi (MG)";"Total";"Total";"79,02"
"3132206";"Itaguara (MG)";"Total";"Total";"76,77"
"3132305";"Itaipé (MG)";"Total";"Total";"50,98"
"3132404";"Itajubá (MG)";"Total";"Total";"93,63"
"3132503";"Itamarandiba (MG)";"Total";"Total";"70,35"
"3132602";"Itamarati de Minas (MG)";"Total";"Total";"78,14"
"3132701";"Itambacuri (MG)";"Total";"Total";"71,51"
"3132800";"Itambé do Mato Dentro (MG)";"Total";"Total";"48,77"
"3132909";"Itamogi (MG)";"Total";"Total";"75,34"
"3133006";"Itamonte (MG)";"Total";"Total";"64,64"
"3133105";"Itanhandu (MG)";"Total";"Total";"89,52"
"3133204";"Itanhomi (MG)";"Total";"Total";"72,78"
"3133303";"Itaobim (MG)";"Total";"Total";"80,12"
"3133402";"Itapagipe (MG)";"Total";"Total";"68,97"
"3133501";"Itapecerica (MG)";"Total";"Total";"80,27"
"3133600";"Itapeva (MG)";"Total";"Total";"58,82"
"3133709";"Itatiaiuçu (MG)";"Total";"Total";"65,94"
"3133758";"Itaú de Minas (MG)";"Total";"Total";"97,36"
"3133808";"Itaúna (MG)";"Total";"Total";"96,51"
"3133907";"Itaverava (MG)";"Total";"Total";"42,24"
"3134004";"Itinga (MG)";"Total";"Total";"65,57"
"3134103";"Itueta (MG)";"Total";"Total";"52,73"
"3134202";"Ituiutaba (MG)";"Total";"Total";"93,90"
"3134301";"Itumirim (MG)";"Total";"Total";"86,07"
"3134400";"Iturama (MG)";"Total";"Total";"85,94"
"3134509";"Itutinga (MG)";"Total";"Total";"72,39"
"3134608";"Jaboticatubas (MG)";"Total";"Total";"63,18"
"3134707";"Jacinto (MG)";"Total";"Total";"81,86"
"3134806";"Jacuí (MG)";"Total";"Total";"62,26"
"3134905";"Jacutinga (MG)";"Total";"Total";"84,97"
"3135001";"Jaguaraçu (MG)";"Total";"Total";"73,99"
"3135050";"Jaíba (MG)";"Total";"Total";"82,05"
"3135076";"Jampruca (MG)";"Total";"Total";"62,42"
"3135100";"Janaúba (MG)";"Total";"Total";"93,83"
"3135209";"Januária (MG)";"Total";"Total";"71,12"
"3135308";"Japaraíba (MG)";"Total";"Total";"81,35"
"3135357";"Japonvar (MG)";"Total";"Total";"91,98"
"3135407";"Jeceaba (MG)";"Total";"Total";"56,45"
"3135456";"Jenipapo de Minas (MG)";"Total";"Total";"59,66"
"3135506";"Jequeri (MG)";"Total";"Total";"55,97"
"3135605";"Jequitaí (MG)";"Total";"Total";"69,89"
"3135704";"Jequitibá (MG)";"Total";"Total";"59,41"
"3135803";"Jequitinhonha (MG)";"Total";"Total";"73,86"
"3135902";"Jesuânia (MG)";"Total";"Total";"76,92"
"3136009";"Joaíma (MG)";"Total";"Total";"69,04"
"3136108";"Joanésia (MG)";"Total";"Total";"28,01"
"3136207";"João Monlevade (MG)";"Total";"Total";"97,97"
"3136306";"João Pinheiro (MG)";"Total";"Total";"82,02"
"3136405";"Joaquim Felício (MG)";"Total";"Total";"60,19"
"3136504";"Jordânia (MG)";"Total";"Total";"72,75"
"3136520";"José Gonçalves de Minas (MG)";"Total";"Total";"50,31"
"3136553";"José Raydan (MG)";"Total";"Total";"43,44"
"3136579";"Josenópolis (MG)";"Total";"Total";"62,72"
"3136603";"Nova União (MG)";"Total";"Total";"72,41"
"3136652";"Juatuba (MG)";"Total";"Total";"91,55"
"3136702";"Juiz de Fora (MG)";"Total";"Total";"95,69"
"3136801";"Juramento (MG)";"Total";"Total";"57,05"
"3136900";"Juruaia (MG)";"Total";"Total";"50,66"
"3136959";"Juvenília (MG)";"Total";"Total";"78,49"
"3137007";"Ladainha (MG)";"Total";"Total";"40,95"
"3137106";"Lagamar (MG)";"Total";"Total";"73,66"
"3137205";"Lagoa da Prata (MG)";"Total";"Total";"95,89"
"3137304";"Lagoa dos Patos (MG)";"Total";"Total";"70,84"
"3137403";"Lagoa Dourada (MG)";"Total";"Total";"78,53"
"3137502";"Lagoa Formosa (MG)";"Total";"Total";"75,20"
"3137536";"Lagoa Grande (MG)";"Total";"Total";"77,98"
"3137601";"Lagoa Santa (MG)";"Total";"Total";"94,60"
"3137700";"Lajinha (MG)";"Total";"Total";"60,61"
"3137809";"Lambari (MG)";"Total";"Total";"80,41"
"3137908";"Lamim (MG)";"Total";"Total";"48,60"
"3138005";"Laranjal (MG)";"Total";"Total";"75,73"
"3138104";"Lassance (MG)";"Total";"Total";"74,85"
"3138203";"Lavras (MG)";"Total";"Total";"94,97"
"3138302";"Leandro Ferreira (MG)";"Total";"Total";"65,15"
"3138351";"Leme do Prado (MG)";"Total";"Total";"79,49"
"3138401";"Leopoldina (MG)";"Total";"Total";"87,80"
"3138500";"Liberdade (MG)";"Total";"Total";"75,80"
"3138609";"Lima Duarte (MG)";"Total";"Total";"78,52"
"3138625";"Limeira do Oeste (MG)";"Total";"Total";"67,90"
"3138658";"Lontra (MG)";"Total";"Total";"90,34"
"3138674";"Luisburgo (MG)";"Total";"Total";"31,50"
"3138682";"Luislândia (MG)";"Total";"Total";"75,04"
"3138708";"Luminárias (MG)";"Total";"Total";"79,06"
"3138807";"Luz (MG)";"Total";"Total";"86,45"
"3138906";"Machacalis (MG)";"Total";"Total";"82,36"
"3139003";"Machado (MG)";"Total";"Total";"83,10"
"3139102";"Madre de Deus de Minas (MG)";"Total";"Total";"82,38"
"3139201";"Malacacheta (MG)";"Total";"Total";"64,74"
"3139250";"Mamonas (MG)";"Total";"Total";"85,90"
"3139300";"Manga (MG)";"Total";"Total";"75,49"
"3139409";"Manhuaçu (MG)";"Total";"Total";"79,75"
"3139508";"Manhumirim (MG)";"Total";"Total";"79,85"
"3139607";"Mantena (MG)";"Total";"Total";"81,20"
"3139706";"Maravilhas (MG)";"Total";"Total";"88,36"
"3139805";"Mar de Espanha (MG)";"Total";"Total";"89,41"
"3139904";"Maria da Fé (MG)";"Total";"Total";"65,47"
"3140001";"Mariana (MG)";"Total";"Total";"91,93"
"3140100";"Marilac (MG)";"Total";"Total";"85,55"
"3140159";"Mário Campos (MG)";"Total";"Total";"89,35"
"3140209";"Maripá de Minas (MG)";"Total";"Total";"76,19"
"3140308";"Marliéria (MG)";"Total";"Total";"55,23"
"3140407";"Marmelópolis (MG)";"Total";"Total";"53,81"
"3140506";"Martinho Campos (MG)";"Total";"Total";"84,51"
"3140530";"Martins Soares (MG)";"Total";"Total";"47,50"
"3140555";"Mata Verde (MG)";"Total";"Total";"80,54"
"3140605";"Materlândia (MG)";"Total";"Total";"58,75"
"3140704";"Mateus Leme (MG)";"Total";"Total";"83,51"
"3140803";"Matias Barbosa (MG)";"Total";"Total";"81,82"
"3140852";"Matias Cardoso (MG)";"Total";"Total";"64,15"
"3140902";"Matipó (MG)";"Total";"Total";"76,68"
"3141009";"Mato Verde (MG)";"Total";"Total";"91,20"
"3141108";"Matozinhos (MG)";"Total";"Total";"94,43"
"3141207";"Matutina (MG)";"Total";"Total";"82,27"
"3141306";"Medeiros (MG)";"Total";"Total";"56,74"
"3141405";"Medina (MG)";"Total";"Total";"77,01"
"3141504";"Mendes Pimentel (MG)";"Total";"Total";"53,73"
"3141603";"Mercês (MG)";"Total";"Total";"71,64"
"3141702";"Mesquita (MG)";"Total";"Total";"52,80"
"3141801";"Minas Novas (MG)";"Total";"Total";"49,73"
"3141900";"Minduri (MG)";"Total";"Total";"91,31"
"3142007";"Mirabela (MG)";"Total";"Total";"86,40"
"3142106";"Miradouro (MG)";"Total";"Total";"64,60"
"3142205";"Miraí (MG)";"Total";"Total";"85,52"
"3142254";"Miravânia (MG)";"Total";"Total";"89,04"
"3142304";"Moeda (MG)";"Total";"Total";"39,15"
"3142403";"Moema (MG)";"Total";"Total";"91,72"
"3142502";"Monjolos (MG)";"Total";"Total";"66,28"
"3142601";"Monsenhor Paulo (MG)";"Total";"Total";"75,86"
"3142700";"Montalvânia (MG)";"Total";"Total";"74,76"
"3142809";"Monte Alegre de Minas (MG)";"Total";"Total";"74,35"
"3142908";"Monte Azul (MG)";"Total";"Total";"85,85"
"3143005";"Monte Belo (MG)";"Total";"Total";"71,83"
"3143104";"Monte Carmelo (MG)";"Total";"Total";"87,95"
"3143153";"Monte Formoso (MG)";"Total";"Total";"40,15"
"3143203";"Monte Santo de Minas (MG)";"Total";"Total";"79,98"
"3143302";"Montes Claros (MG)";"Total";"Total";"91,34"
"3143401";"Monte Sião (MG)";"Total";"Total";"77,36"
"3143450";"Montezuma (MG)";"Total";"Total";"67,04"
"3143500";"Morada Nova de Minas (MG)";"Total";"Total";"76,80"
"3143609";"Morro da Garça (MG)";"Total";"Total";"60,64"
"3143708";"Morro do Pilar (MG)";"Total";"Total";"74,28"
"3143807";"Munhoz (MG)";"Total";"Total";"61,25"
"3143906";"Muriaé (MG)";"Total";"Total";"92,35"
"3144003";"Mutum (MG)";"Total";"Total";"49,03"
"3144102";"Muzambinho (MG)";"Total";"Total";"77,47"
"3144201";"Nacip Raydan (MG)";"Total";"Total";"67,77"
"3144300";"Nanuque (MG)";"Total";"Total";"91,01"
"3144359";"Naque (MG)";"Total";"Total";"92,30"
"3144375";"Natalândia (MG)";"Total";"Total";"73,13"
"3144409";"Natércia (MG)";"Total";"Total";"67,24"
"3144508";"Nazareno (MG)";"Total";"Total";"83,00"
"3144607";"Nepomuceno (MG)";"Total";"Total";"79,82"
"3144656";"Ninheira (MG)";"Total";"Total";"53,52"
"3144672";"Nova Belém (MG)";"Total";"Total";"34,67"
"3144706";"Nova Era (MG)";"Total";"Total";"84,25"
"3144805";"Nova Lima (MG)";"Total";"Total";"92,70"
"3144904";"Nova Módica (MG)";"Total";"Total";"64,61"
"3145000";"Nova Ponte (MG)";"Total";"Total";"85,71"
"3145059";"Nova Porteirinha (MG)";"Total";"Total";"87,25"
"3145109";"Nova Resende (MG)";"Total";"Total";"55,63"
"3145208";"Nova Serrana (MG)";"Total";"Total";"93,41"
"3145307";"Novo Cruzeiro (MG)";"Total";"Total";"39,16"
"3145356";"Novo Oriente de Minas (MG)";"Total";"Total";"55,16"
"3145372";"Novorizonte (MG)";"Total";"Total";"53,17"
"3145406";"Olaria (MG)";"Total";"Total";"60,75"
"3145455";"Olhos-d'Água (MG)";"Total";"Total";"59,63"
"3145505";"Olímpio Noronha (MG)";"Total";"Total";"94,86"
"3145604";"Oliveira (MG)";"Total";"Total";"88,52"
"3145703";"Oliveira Fortes (MG)";"Total";"Total";"64,96"
"3145802";"Onça de Pitangui (MG)";"Total";"Total";"34,41"
"3145851";"Oratórios (MG)";"Total";"Total";"70,79"
"3145877";"Orizânia (MG)";"Total";"Total";"43,45"
"3145901";"Ouro Branco (MG)";"Total";"Total";"89,55"
"3146008";"Ouro Fino (MG)";"Total";"Total";"78,15"
"3146107";"Ouro Preto (MG)";"Total";"Total";"87,64"
"3146206";"Ouro Verde de Minas (MG)";"Total";"Total";"64,88"
"3146255";"Padre Carvalho (MG)";"Total";"Total";"67,74"
"3146305";"Padre Paraíso (MG)";"Total";"Total";"63,68"
"3146404";"Paineiras (MG)";"Total";"Total";"80,58"
"3146503";"Pains (MG)";"Total";"Total";"85,62"
"3146552";"Pai Pedro (MG)";"Total";"Total";"52,35"
"3146602";"Paiva (MG)";"Total";"Total";"78,44"
"3146701";"Palma (MG)";"Total";"Total";"75,21"
"3146750";"Palmópolis (MG)";"Total";"Total";"72,05"
"3146909";"Papagaios (MG)";"Total";"Total";"87,60"
"3147006";"Paracatu (MG)";"Total";"Total";"84,11"
"3147105";"Pará de Minas (MG)";"Total";"Total";"92,96"
"3147204";"Paraguaçu (MG)";"Total";"Total";"80,73"
"3147303";"Paraisópolis (MG)";"Total";"Total";"81,75"
"3147402";"Paraopeba (MG)";"Total";"Total";"85,85"
"3147501";"Passabém (MG)";"Total";"Total";"43,63"
"3147600";"Passa Quatro (MG)";"Total";"Total";"84,84"
"3147709";"Passa Tempo (MG)";"Total";"Total";"75,12"
"3147808";"Passa Vinte (MG)";"Total";"Total";"62,79"
"3147907";"Passos (MG)";"Total";"Total";"94,89"
"3147956";"Patis (MG)";"Total";"Total";"88,49"
"3148004";"Patos de Minas (MG)";"Total";"Total";"90,93"
"3148103";"Patrocínio (MG)";"Total";"Total";"84,89"
"3148202";"Patrocínio do Muriaé (MG)";"Total";"Total";"80,35"
"3148301";"Paula Cândido (MG)";"Total";"Total";"57,78"
"3148400";"Paulistas (MG)";"Total";"Total";"58,53"
"3148509";"Pavão (MG)";"Total";"Total";"68,62"
"3148608";"Peçanha (MG)";"Total";"Total";"56,04"
"3148707";"Pedra Azul (MG)";"Total";"Total";"85,34"
"3148756";"Pedra Bonita (MG)";"Total";"Total";"33,03"
"3148806";"Pedra do Anta (MG)";"Total";"Total";"61,46"
"3148905";"Pedra do Indaiá (MG)";"Total";"Total";"66,52"
"3149002";"Pedra Dourada (MG)";"Total";"Total";"64,75"
"3149101";"Pedralva (MG)";"Total";"Total";"51,04"
"3149150";"Pedras de Maria da Cruz (MG)";"Total";"Total";"71,22"
"3149200";"Pedrinópolis (MG)";"Total";"Total";"83,61"
"3149309";"Pedro Leopoldo (MG)";"Total";"Total";"95,10"
"3149408";"Pedro Teixeira (MG)";"Total";"Total";"60,92"
"3149507";"Pequeri (MG)";"Total";"Total";"87,36"
"3149606";"Pequi (MG)";"Total";"Total";"77,84"
"3149705";"Perdigão (MG)";"Total";"Total";"81,75"
"3149804";"Perdizes (MG)";"Total";"Total";"65,21"
"3149903";"Perdões (MG)";"Total";"Total";"90,23"
"3149952";"Periquito (MG)";"Total";"Total";"82,79"
"3150000";"Pescador (MG)";"Total";"Total";"75,30"
"3150109";"Piau (MG)";"Total";"Total";"58,64"
"3150158";"Piedade de Caratinga (MG)";"Total";"Total";"52,43"
"3150208";"Piedade de Ponte Nova (MG)";"Total";"Total";"79,91"
"3150307";"Piedade do Rio Grande (MG)";"Total";"Total";"77,57"
"3150406";"Piedade dos Gerais (MG)";"Total";"Total";"46,40"
"3150505";"Pimenta (MG)";"Total";"Total";"84,77"
"3150539";"Pingo-d'Água (MG)";"Total";"Total";"89,47"
"3150570";"Pintópolis (MG)";"Total";"Total";"58,02"
"3150604";"Piracema (MG)";"Total";"Total";"64,01"
"3150703";"Pirajuba (MG)";"Total";"Total";"85,39"
"3150802";"Piranga (MG)";"Total";"Total";"40,94"
"3150901";"Piranguçu (MG)";"Total";"Total";"44,25"
"3151008";"Piranguinho (MG)";"Total";"Total";"62,96"
"3151107";"Pirapetinga (MG)";"Total";"Total";"87,51"
"3151206";"Pirapora (MG)";"Total";"Total";"97,86"
"3151305";"Piraúba (MG)";"Total";"Total";"78,62"
"3151404";"Pitangui (MG)";"Total";"Total";"86,22"
"3151503";"Piumhi (MG)";"Total";"Total";"90,43"
"3151602";"Planura (MG)";"Total";"Total";"94,12"
"3151701";"Poço Fundo (MG)";"Total";"Total";"58,33"
"3151800";"Poços de Caldas (MG)";"Total";"Total";"97,14"
"3151909";"Pocrane (MG)";"Total";"Total";"65,63"
"3152006";"Pompéu (MG)";"Total";"Total";"84,63"
"3152105";"Ponte Nova (MG)";"Total";"Total";"88,72"
"3152131";"Ponto Chique (MG)";"Total";"Total";"67,54"
"3152170";"Ponto dos Volantes (MG)";"Total";"Total";"46,85"
"3152204";"Porteirinha (MG)";"Total";"Total";"73,34"
"3152303";"Porto Firme (MG)";"Total";"Total";"55,16"
"3152402";"Poté (MG)";"Total";"Total";"61,55"
"3152501";"Pouso Alegre (MG)";"Total";"Total";"90,77"
"3152600";"Pouso Alto (MG)";"Total";"Total";"63,74"
"3152709";"Prados (MG)";"Total";"Total";"80,62"
"3152808";"Prata (MG)";"Total";"Total";"77,11"
"3152907";"Pratápolis (MG)";"Total";"Total";"88,60"
"3153004";"Pratinha (MG)";"Total";"Total";"56,39"
"3153103";"Presidente Bernardes (MG)";"Total";"Total";"43,10"
"3153202";"Presidente Juscelino (MG)";"Total";"Total";"53,70"
"3153301";"Presidente Kubitschek (MG)";"Total";"Total";"81,58"
"3153400";"Presidente Olegário (MG)";"Total";"Total";"71,61"
"3153509";"Alto Jequitibá (MG)";"Total";"Total";"59,13"
"3153608";"Prudente de Morais (MG)";"Total";"Total";"93,82"
"3153707";"Quartel Geral (MG)";"Total";"Total";"81,60"
"3153806";"Queluzito (MG)";"Total";"Total";"62,79"
"3153905";"Raposos (MG)";"Total";"Total";"96,46"
"3154002";"Raul Soares (MG)";"Total";"Total";"64,55"
"3154101";"Recreio (MG)";"Total";"Total";"87,86"
"3154150";"Reduto (MG)";"Total";"Total";"62,31"
"3154200";"Resende Costa (MG)";"Total";"Total";"80,79"
"3154309";"Resplendor (MG)";"Total";"Total";"76,90"
"3154408";"Ressaquinha (MG)";"Total";"Total";"59,83"
"3154457";"Riachinho (MG)";"Total";"Total";"57,94"
"3154507";"Riacho dos Machados (MG)";"Total";"Total";"57,60"
"3154606";"Ribeirão das Neves (MG)";"Total";"Total";"95,77"
"3154705";"Ribeirão Vermelho (MG)";"Total";"Total";"91,93"
"3154804";"Rio Acima (MG)";"Total";"Total";"93,58"
"3154903";"Rio Casca (MG)";"Total";"Total";"81,88"
"3155009";"Rio Doce (MG)";"Total";"Total";"78,97"
"3155108";"Rio do Prado (MG)";"Total";"Total";"70,87"
"3155207";"Rio Espera (MG)";"Total";"Total";"41,53"
"3155306";"Rio Manso (MG)";"Total";"Total";"60,92"
"3155405";"Rio Novo (MG)";"Total";"Total";"83,67"
"3155504";"Rio Paranaíba (MG)";"Total";"Total";"66,43"
"3155603";"Rio Pardo de Minas (MG)";"Total";"Total";"64,21"
"3155702";"Rio Piracicaba (MG)";"Total";"Total";"84,58"
"3155801";"Rio Pomba (MG)";"Total";"Total";"84,52"
"3155900";"Rio Preto (MG)";"Total";"Total";"75,94"
"3156007";"Rio Vermelho (MG)";"Total";"Total";"42,22"
"3156106";"Ritápolis (MG)";"Total";"Total";"69,53"
"3156205";"Rochedo de Minas (MG)";"Total";"Total";"80,09"
"3156304";"Rodeiro (MG)";"Total";"Total";"89,10"
"3156403";"Romaria (MG)";"Total";"Total";"77,57"
"3156452";"Rosário da Limeira (MG)";"Total";"Total";"53,03"
"3156502";"Rubelita (MG)";"Total";"Total";"53,06"
"3156601";"Rubim (MG)";"Total";"Total";"77,50"
"3156700";"Sabará (MG)";"Total";"Total";"95,77"
"3156809";"Sabinópolis (MG)";"Total";"Total";"64,01"
"3156908";"Sacramento (MG)";"Total";"Total";"80,59"
"3157005";"Salinas (MG)";"Total";"Total";"81,70"
"3157104";"Salto da Divisa (MG)";"Total";"Total";"84,65"
"3157203";"Santa Bárbara (MG)";"Total";"Total";"89,44"
"3157252";"Santa Bárbara do Leste (MG)";"Total";"Total";"40,06"
"3157278";"Santa Bárbara do Monte Verde (MG)";"Total";"Total";"65,04"
"3157302";"Santa Bárbara do Tugúrio (MG)";"Total";"Total";"49,24"
"3157336";"Santa Cruz de Minas (MG)";"Total";"Total";"98,85"
"3157377";"Santa Cruz de Salinas (MG)";"Total";"Total";"55,94"
"3157401";"Santa Cruz do Escalvado (MG)";"Total";"Total";"53,76"
"3157500";"Santa Efigênia de Minas (MG)";"Total";"Total";"52,23"
"3157609";"Santa Fé de Minas (MG)";"Total";"Total";"57,73"
"3157658";"Santa Helena de Minas (MG)";"Total";"Total";"62,55"
"3157708";"Santa Juliana (MG)";"Total";"Total";"85,02"
"3157807";"Santa Luzia (MG)";"Total";"Total";"97,61"
"3157906";"Santa Margarida (MG)";"Total";"Total";"52,32"
"3158003";"Santa Maria de Itabira (MG)";"Total";"Total";"60,08"
"3158102";"Santa Maria do Salto (MG)";"Total";"Total";"74,25"
"3158201";"Santa Maria do Suaçuí (MG)";"Total";"Total";"70,25"
"3158300";"Santana da Vargem (MG)";"Total";"Total";"73,56"
"3158409";"Santana de Cataguases (MG)";"Total";"Total";"80,20"
"3158508";"Santana de Pirapama (MG)";"Total";"Total";"40,24"
"3158607";"Santana do Deserto (MG)";"Total";"Total";"81,59"
"3158706";"Santana do Garambéu (MG)";"Total";"Total";"75,72"
"3158805";"Santana do Jacaré (MG)";"Total";"Total";"96,27"
"3158904";"Santana do Manhuaçu (MG)";"Total";"Total";"47,98"
"3158953";"Santana do Paraíso (MG)";"Total";"Total";"69,19"
"3159001";"Santana do Riacho (MG)";"Total";"Total";"67,52"
"3159100";"Santana dos Montes (MG)";"Total";"Total";"63,06"
"3159209";"Santa Rita de Caldas (MG)";"Total";"Total";"63,12"
"3159308";"Santa Rita de Jacutinga (MG)";"Total";"Total";"76,34"
"3159357";"Santa Rita de Minas (MG)";"Total";"Total";"71,53"
"3159407";"Santa Rita de Ibitipoca (MG)";"Total";"Total";"64,18"
"3159506";"Santa Rita do Itueto (MG)";"Total";"Total";"44,71"
"3159605";"Santa Rita do Sapucaí (MG)";"Total";"Total";"85,57"
"3159704";"Santa Rosa da Serra (MG)";"Total";"Total";"85,63"
"3159803";"Santa Vitória (MG)";"Total";"Total";"79,45"
"3159902";"Santo Antônio do Amparo (MG)";"Total";"Total";"84,44"
"3160009";"Santo Antônio do Aventureiro (MG)";"Total";"Total";"74,00"
"3160108";"Santo Antônio do Grama (MG)";"Total";"Total";"82,31"
"3160207";"Santo Antônio do Itambé (MG)";"Total";"Total";"40,84"
"3160306";"Santo Antônio do Jacinto (MG)";"Total";"Total";"57,61"
"3160405";"Santo Antônio do Monte (MG)";"Total";"Total";"86,53"
"3160454";"Santo Antônio do Retiro (MG)";"Total";"Total";"51,33"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"Total";"Total";"49,44"
