"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Tinham banheiro - de uso exclusivo do domicílio - rede geral de esgoto ou pluvial ou fossa séptica"
"4301800";"Barracão (RS)";"Total";"Total";"56,62"
"4301859";"Barra do Guarita (RS)";"Total";"Total";"5,18"
"4301875";"Barra do Quaraí (RS)";"Total";"Total";"64,36"
"4301909";"Barra do Ribeiro (RS)";"Total";"Total";"74,00"
"4301925";"Barra do Rio Azul (RS)";"Total";"Total";"62,58"
"4301958";"Barra Funda (RS)";"Total";"Total";"37,88"
"4302006";"Barros Cassal (RS)";"Total";"Total";"29,48"
"4302055";"Benjamin Constant do Sul (RS)";"Total";"Total";"60,23"
"4302105";"Bento Gonçalves (RS)";"Total";"Total";"87,61"
"4302154";"Boa Vista das Missões (RS)";"Total";"Total";"10,67"
"4302204";"Boa Vista do Buricá (RS)";"Total";"Total";"8,49"
"4302220";"Boa Vista do Cadeado (RS)";"Total";"Total";"22,35"
"4302238";"Boa Vista do Incra (RS)";"Total";"Total";"2,96"
"4302253";"Boa Vista do Sul (RS)";"Total";"Total";"2,51"
"4302303";"Bom Jesus (RS)";"Total";"Total";"75,62"
"4302352";"Bom Princípio (RS)";"Total";"Total";"64,66"
"4302378";"Bom Progresso (RS)";"Total";"Total";"23,53"
"4302402";"Bom Retiro do Sul (RS)";"Total";"Total";"78,22"
"4302451";"Boqueirão do Leão (RS)";"Total";"Total";"23,67"
"4302501";"Bossoroca (RS)";"Total";"Total";"25,31"
"4302584";"Bozano (RS)";"Total";"Total";"47,01"
"4302600";"Braga (RS)";"Total";"Total";"7,60"
"4302659";"Brochier (RS)";"Total";"Total";"31,20"
"4302709";"Butiá (RS)";"Total";"Total";"68,08"
"4302808";"Caçapava do Sul (RS)";"Total";"Total";"52,25"
"4302907";"Cacequi (RS)";"Total";"Total";"57,89"
"4303004";"Cachoeira do Sul (RS)";"Total";"Total";"37,45"
"4303103";"Cachoeirinha (RS)";"Total";"Total";"95,44"
"4303202";"Cacique Doble (RS)";"Total";"Total";"45,22"
"4303301";"Caibaté (RS)";"Total";"Total";"21,98"
"4303400";"Caiçara (RS)";"Total";"Total";"30,66"
"4303509";"Camaquã (RS)";"Total";"Total";"82,87"
"4303558";"Camargo (RS)";"Total";"Total";"46,11"
"4303608";"Cambará do Sul (RS)";"Total";"Total";"73,21"
"4303673";"Campestre da Serra (RS)";"Total";"Total";"47,23"
"4303707";"Campina das Missões (RS)";"Total";"Total";"39,42"
"4303806";"Campinas do Sul (RS)";"Total";"Total";"87,35"
"4303905";"Campo Bom (RS)";"Total";"Total";"94,31"
"4304002";"Campo Novo (RS)";"Total";"Total";"10,25"
"4304101";"Campos Borges (RS)";"Total";"Total";"13,57"
"4304200";"Candelária (RS)";"Total";"Total";"66,93"
"4304309";"Cândido Godói (RS)";"Total";"Total";"16,58"
"4304358";"Candiota (RS)";"Total";"Total";"80,51"
"4304408";"Canela (RS)";"Total";"Total";"86,84"
"4304507";"Canguçu (RS)";"Total";"Total";"44,22"
"4304606";"Canoas (RS)";"Total";"Total";"93,06"
"4304614";"Canudos do Vale (RS)";"Total";"Total";"35,50"
"4304622";"Capão Bonito do Sul (RS)";"Total";"Total";"12,89"
"4304630";"Capão da Canoa (RS)";"Total";"Total";"64,55"
"4304655";"Capão do Cipó (RS)";"Total";"Total";"36,05"
"4304663";"Capão do Leão (RS)";"Total";"Total";"74,42"
"4304671";"Capivari do Sul (RS)";"Total";"Total";"77,41"
"4304689";"Capela de Santana (RS)";"Total";"Total";"91,30"
"4304697";"Capitão (RS)";"Total";"Total";"12,40"
"4304705";"Carazinho (RS)";"Total";"Total";"51,21"
"4304713";"Caraá (RS)";"Total";"Total";"76,18"
"4304804";"Carlos Barbosa (RS)";"Total";"Total";"76,63"
"4304853";"Carlos Gomes (RS)";"Total";"Total";"48,19"
"4304903";"Casca (RS)";"Total";"Total";"31,71"
"4304952";"Caseiros (RS)";"Total";"Total";"36,76"
"4305009";"Catuípe (RS)";"Total";"Total";"19,27"
"4305108";"Caxias do Sul (RS)";"Total";"Total";"92,14"
"4305116";"Centenário (RS)";"Total";"Total";"56,41"
"4305124";"Cerrito (RS)";"Total";"Total";"50,98"
"4305132";"Cerro Branco (RS)";"Total";"Total";"69,83"
"4305157";"Cerro Grande (RS)";"Total";"Total";"26,14"
"4305173";"Cerro Grande do Sul (RS)";"Total";"Total";"29,16"
"4305207";"Cerro Largo (RS)";"Total";"Total";"42,12"
"4305306";"Chapada (RS)";"Total";"Total";"21,63"
"4305355";"Charqueadas (RS)";"Total";"Total";"91,47"
"4305371";"Charrua (RS)";"Total";"Total";"55,22"
"4305405";"Chiapetta (RS)";"Total";"Total";"13,24"
"4305439";"Chuí (RS)";"Total";"Total";"83,99"
"4305447";"Chuvisca (RS)";"Total";"Total";"20,60"
"4305454";"Cidreira (RS)";"Total";"Total";"47,85"
"4305504";"Ciríaco (RS)";"Total";"Total";"42,96"
"4305587";"Colinas (RS)";"Total";"Total";"63,44"
"4305603";"Colorado (RS)";"Total";"Total";"3,78"
"4305702";"Condor (RS)";"Total";"Total";"26,66"
"4305801";"Constantina (RS)";"Total";"Total";"40,40"
"4305835";"Coqueiro Baixo (RS)";"Total";"Total";"6,74"
"4305850";"Coqueiros do Sul (RS)";"Total";"Total";"22,71"
"4305871";"Coronel Barros (RS)";"Total";"Total";"66,67"
"4305900";"Coronel Bicaco (RS)";"Total";"Total";"3,62"
"4305934";"Coronel Pilar (RS)";"Total";"Total";"5,37"
"4305959";"Cotiporã (RS)";"Total";"Total";"85,87"
"4305975";"Coxilha (RS)";"Total";"Total";"27,59"
"4306007";"Crissiumal (RS)";"Total";"Total";"15,42"
"4306056";"Cristal (RS)";"Total";"Total";"81,93"
"4306072";"Cristal do Sul (RS)";"Total";"Total";"17,71"
"4306106";"Cruz Alta (RS)";"Total";"Total";"38,17"
"4306130";"Cruzaltense (RS)";"Total";"Total";"48,75"
"4306205";"Cruzeiro do Sul (RS)";"Total";"Total";"41,19"
"4306304";"David Canabarro (RS)";"Total";"Total";"60,41"
"4306320";"Derrubadas (RS)";"Total";"Total";"60,19"
"4306353";"Dezesseis de Novembro (RS)";"Total";"Total";"17,54"
"4306379";"Dilermando de Aguiar (RS)";"Total";"Total";"80,11"
"4306403";"Dois Irmãos (RS)";"Total";"Total";"94,88"
"4306429";"Dois Irmãos das Missões (RS)";"Total";"Total";"8,68"
"4306452";"Dois Lajeados (RS)";"Total";"Total";"67,68"
"4306502";"Dom Feliciano (RS)";"Total";"Total";"32,24"
"4306551";"Dom Pedro de Alcântara (RS)";"Total";"Total";"37,61"
"4306601";"Dom Pedrito (RS)";"Total";"Total";"85,78"
"4306700";"Dona Francisca (RS)";"Total";"Total";"55,34"
"4306734";"Doutor Maurício Cardoso (RS)";"Total";"Total";"4,71"
"4306759";"Doutor Ricardo (RS)";"Total";"Total";"30,53"
"4306767";"Eldorado do Sul (RS)";"Total";"Total";"89,14"
"4306809";"Encantado (RS)";"Total";"Total";"87,63"
"4306908";"Encruzilhada do Sul (RS)";"Total";"Total";"63,76"
"4306924";"Engenho Velho (RS)";"Total";"Total";"24,25"
"4306932";"Entre-Ijuís (RS)";"Total";"Total";"13,82"
"4306957";"Entre Rios do Sul (RS)";"Total";"Total";"75,55"
"4306973";"Erebango (RS)";"Total";"Total";"32,19"
"4307005";"Erechim (RS)";"Total";"Total";"90,52"
"4307054";"Ernestina (RS)";"Total";"Total";"18,48"
"4307104";"Herval (RS)";"Total";"Total";"65,43"
"4307203";"Erval Grande (RS)";"Total";"Total";"43,19"
"4307302";"Erval Seco (RS)";"Total";"Total";"18,39"
"4307401";"Esmeralda (RS)";"Total";"Total";"59,07"
"4307450";"Esperança do Sul (RS)";"Total";"Total";"2,99"
"4307500";"Espumoso (RS)";"Total";"Total";"55,21"
"4307559";"Estação (RS)";"Total";"Total";"64,69"
"4307609";"Estância Velha (RS)";"Total";"Total";"92,20"
"4307708";"Esteio (RS)";"Total";"Total";"91,08"
"4307807";"Estrela (RS)";"Total";"Total";"83,73"
"4307815";"Estrela Velha (RS)";"Total";"Total";"12,06"
"4307831";"Eugênio de Castro (RS)";"Total";"Total";"10,84"
"4307864";"Fagundes Varela (RS)";"Total";"Total";"48,10"
"4307906";"Farroupilha (RS)";"Total";"Total";"91,66"
"4308003";"Faxinal do Soturno (RS)";"Total";"Total";"71,84"
"4308052";"Faxinalzinho (RS)";"Total";"Total";"57,33"
"4308078";"Fazenda Vilanova (RS)";"Total";"Total";"36,30"
"4308102";"Feliz (RS)";"Total";"Total";"66,63"
"4308201";"Flores da Cunha (RS)";"Total";"Total";"75,05"
"4308250";"Floriano Peixoto (RS)";"Total";"Total";"22,51"
"4308300";"Fontoura Xavier (RS)";"Total";"Total";"2,19"
"4308409";"Formigueiro (RS)";"Total";"Total";"16,77"
"4308433";"Forquetinha (RS)";"Total";"Total";"38,94"
"4308458";"Fortaleza dos Valos (RS)";"Total";"Total";"9,48"
"4308508";"Frederico Westphalen (RS)";"Total";"Total";"69,14"
"4308607";"Garibaldi (RS)";"Total";"Total";"84,14"
"4308656";"Garruchos (RS)";"Total";"Total";"5,41"
"4308706";"Gaurama (RS)";"Total";"Total";"53,47"
"4308805";"General Câmara (RS)";"Total";"Total";"65,04"
"4308854";"Gentil (RS)";"Total";"Total";"28,62"
"4308904";"Getúlio Vargas (RS)";"Total";"Total";"61,04"
"4309001";"Giruá (RS)";"Total";"Total";"14,14"
"4309050";"Glorinha (RS)";"Total";"Total";"65,15"
"4309100";"Gramado (RS)";"Total";"Total";"91,99"
"4309126";"Gramado dos Loureiros (RS)";"Total";"Total";"62,47"
"4309159";"Gramado Xavier (RS)";"Total";"Total";"15,31"
"4309209";"Gravataí (RS)";"Total";"Total";"83,60"
"4309258";"Guabiju (RS)";"Total";"Total";"71,75"
"4309308";"Guaíba (RS)";"Total";"Total";"86,87"
"4309407";"Guaporé (RS)";"Total";"Total";"93,27"
"4309506";"Guarani das Missões (RS)";"Total";"Total";"4,00"
"4309555";"Harmonia (RS)";"Total";"Total";"42,42"
"4309571";"Herveiras (RS)";"Total";"Total";"7,31"
"4309605";"Horizontina (RS)";"Total";"Total";"48,54"
"4309654";"Hulha Negra (RS)";"Total";"Total";"62,51"
"4309704";"Humaitá (RS)";"Total";"Total";"25,25"
"4309753";"Ibarama (RS)";"Total";"Total";"21,06"
"4309803";"Ibiaçá (RS)";"Total";"Total";"50,27"
"4309902";"Ibiraiaras (RS)";"Total";"Total";"49,41"
"4309951";"Ibirapuitã (RS)";"Total";"Total";"11,69"
"4310009";"Ibirubá (RS)";"Total";"Total";"20,83"
"4310108";"Igrejinha (RS)";"Total";"Total";"87,82"
"4310207";"Ijuí (RS)";"Total";"Total";"59,43"
"4310306";"Ilópolis (RS)";"Total";"Total";"50,98"
"4310330";"Imbé (RS)";"Total";"Total";"82,40"
"4310363";"Imigrante (RS)";"Total";"Total";"29,70"
"4310405";"Independência (RS)";"Total";"Total";"11,78"
"4310413";"Inhacorá (RS)";"Total";"Total";"35,32"
"4310439";"Ipê (RS)";"Total";"Total";"70,45"
"4310462";"Ipiranga do Sul (RS)";"Total";"Total";"70,99"
"4310504";"Iraí (RS)";"Total";"Total";"23,59"
"4310538";"Itaara (RS)";"Total";"Total";"55,29"
"4310553";"Itacurubi (RS)";"Total";"Total";"26,01"
"4310579";"Itapuca (RS)";"Total";"Total";"5,73"
"4310603";"Itaqui (RS)";"Total";"Total";"67,91"
"4310652";"Itati (RS)";"Total";"Total";"3,63"
"4310702";"Itatiba do Sul (RS)";"Total";"Total";"37,87"
"4310751";"Ivorá (RS)";"Total";"Total";"72,99"
"4310801";"Ivoti (RS)";"Total";"Total";"72,39"
"4310850";"Jaboticaba (RS)";"Total";"Total";"27,33"
"4310876";"Jacuizinho (RS)";"Total";"Total";"3,19"
"4310900";"Jacutinga (RS)";"Total";"Total";"69,57"
"4311007";"Jaguarão (RS)";"Total";"Total";"63,31"
"4311106";"Jaguari (RS)";"Total";"Total";"33,77"
"4311122";"Jaquirana (RS)";"Total";"Total";"36,66"
"4311130";"Jari (RS)";"Total";"Total";"10,24"
"4311155";"Jóia (RS)";"Total";"Total";"41,50"
"4311205";"Júlio de Castilhos (RS)";"Total";"Total";"48,37"
"4311239";"Lagoa Bonita do Sul (RS)";"Total";"Total";"28,81"
"4311254";"Lagoão (RS)";"Total";"Total";"10,68"
"4311270";"Lagoa dos Três Cantos (RS)";"Total";"Total";"20,47"
"4311304";"Lagoa Vermelha (RS)";"Total";"Total";"80,78"
"4311403";"Lajeado (RS)";"Total";"Total";"84,76"
"4311429";"Lajeado do Bugre (RS)";"Total";"Total";"2,99"
"4311502";"Lavras do Sul (RS)";"Total";"Total";"63,63"
"4311601";"Liberato Salzano (RS)";"Total";"Total";"6,35"
"4311627";"Lindolfo Collor (RS)";"Total";"Total";"65,75"
"4311643";"Linha Nova (RS)";"Total";"Total";"47,35"
"4311700";"Machadinho (RS)";"Total";"Total";"84,53"
"4311718";"Maçambará (RS)";"Total";"Total";"35,66"
"4311734";"Mampituba (RS)";"Total";"Total";"42,65"
"4311759";"Manoel Viana (RS)";"Total";"Total";"15,85"
"4311775";"Maquiné (RS)";"Total";"Total";"69,72"
"4311791";"Maratá (RS)";"Total";"Total";"77,02"
"4311809";"Marau (RS)";"Total";"Total";"87,53"
"4311908";"Marcelino Ramos (RS)";"Total";"Total";"63,84"
"4311981";"Mariana Pimentel (RS)";"Total";"Total";"56,30"
"4312005";"Mariano Moro (RS)";"Total";"Total";"84,70"
"4312054";"Marques de Souza (RS)";"Total";"Total";"49,06"
"4312104";"Mata (RS)";"Total";"Total";"46,10"
"4312138";"Mato Castelhano (RS)";"Total";"Total";"85,57"
"4312153";"Mato Leitão (RS)";"Total";"Total";"81,04"
"4312179";"Mato Queimado (RS)";"Total";"Total";"30,97"
"4312203";"Maximiliano de Almeida (RS)";"Total";"Total";"44,57"
"4312252";"Minas do Leão (RS)";"Total";"Total";"71,74"
"4312302";"Miraguaí (RS)";"Total";"Total";"34,93"
"4312351";"Montauri (RS)";"Total";"Total";"32,69"
"4312377";"Monte Alegre dos Campos (RS)";"Total";"Total";"20,45"
"4312385";"Monte Belo do Sul (RS)";"Total";"Total";"7,99"
"4312401";"Montenegro (RS)";"Total";"Total";"89,11"
"4312427";"Mormaço (RS)";"Total";"Total";"41,07"
"4312443";"Morrinhos do Sul (RS)";"Total";"Total";"15,22"
"4312450";"Morro Redondo (RS)";"Total";"Total";"67,85"
"4312476";"Morro Reuter (RS)";"Total";"Total";"93,26"
"4312500";"Mostardas (RS)";"Total";"Total";"85,30"
"4312609";"Muçum (RS)";"Total";"Total";"55,59"
"4312617";"Muitos Capões (RS)";"Total";"Total";"25,86"
"4312625";"Muliterno (RS)";"Total";"Total";"45,77"
"4312658";"Não-Me-Toque (RS)";"Total";"Total";"45,99"
"4312674";"Nicolau Vergueiro (RS)";"Total";"Total";"11,97"
"4312708";"Nonoai (RS)";"Total";"Total";"25,37"
"4312757";"Nova Alvorada (RS)";"Total";"Total";"6,01"
"4312807";"Nova Araçá (RS)";"Total";"Total";"66,20"
"4312906";"Nova Bassano (RS)";"Total";"Total";"59,07"
"4312955";"Nova Boa Vista (RS)";"Total";"Total";"43,03"
"4313003";"Nova Bréscia (RS)";"Total";"Total";"18,76"
"4313011";"Nova Candelária (RS)";"Total";"Total";"81,29"
"4313037";"Nova Esperança do Sul (RS)";"Total";"Total";"15,67"
"4313060";"Nova Hartz (RS)";"Total";"Total";"96,69"
"4313086";"Nova Pádua (RS)";"Total";"Total";"78,71"
"4313102";"Nova Palma (RS)";"Total";"Total";"59,25"
"4313201";"Nova Petrópolis (RS)";"Total";"Total";"86,75"
"4313300";"Nova Prata (RS)";"Total";"Total";"79,39"
"4313334";"Nova Ramada (RS)";"Total";"Total";"4,36"
"4313359";"Nova Roma do Sul (RS)";"Total";"Total";"39,40"
"4313375";"Nova Santa Rita (RS)";"Total";"Total";"64,98"
"4313391";"Novo Cabrais (RS)";"Total";"Total";"53,49"
"4313409";"Novo Hamburgo (RS)";"Total";"Total";"92,18"
"4313425";"Novo Machado (RS)";"Total";"Total";"9,05"
"4313441";"Novo Tiradentes (RS)";"Total";"Total";"17,89"
"4313466";"Novo Xingu (RS)";"Total";"Total";"29,57"
"4313490";"Novo Barreiro (RS)";"Total";"Total";"16,12"
"4313508";"Osório (RS)";"Total";"Total";"72,78"
"4313607";"Paim Filho (RS)";"Total";"Total";"38,42"
"4313656";"Palmares do Sul (RS)";"Total";"Total";"89,34"
"4313706";"Palmeira das Missões (RS)";"Total";"Total";"31,58"
"4313805";"Palmitinho (RS)";"Total";"Total";"44,65"
"4313904";"Panambi (RS)";"Total";"Total";"60,10"
"4313953";"Pantano Grande (RS)";"Total";"Total";"83,48"
"4314001";"Paraí (RS)";"Total";"Total";"54,01"
"4314027";"Paraíso do Sul (RS)";"Total";"Total";"39,21"
"4314035";"Pareci Novo (RS)";"Total";"Total";"94,39"
"4314050";"Parobé (RS)";"Total";"Total";"89,18"
"4314068";"Passa Sete (RS)";"Total";"Total";"21,23"
"4314076";"Passo do Sobrado (RS)";"Total";"Total";"52,31"
"4314100";"Passo Fundo (RS)";"Total";"Total";"57,10"
"4314134";"Paulo Bento (RS)";"Total";"Total";"30,90"
"4314159";"Paverama (RS)";"Total";"Total";"34,34"
"4314175";"Pedras Altas (RS)";"Total";"Total";"67,55"
"4314209";"Pedro Osório (RS)";"Total";"Total";"39,39"
"4314308";"Pejuçara (RS)";"Total";"Total";"7,58"
"4314407";"Pelotas (RS)";"Total";"Total";"83,98"
"4314423";"Picada Café (RS)";"Total";"Total";"86,36"
"4314456";"Pinhal (RS)";"Total";"Total";"70,42"
"4314464";"Pinhal da Serra (RS)";"Total";"Total";"3,22"
"4314472";"Pinhal Grande (RS)";"Total";"Total";"65,54"
"4314498";"Pinheirinho do Vale (RS)";"Total";"Total";"17,25"
"4314506";"Pinheiro Machado (RS)";"Total";"Total";"76,23"
"4314555";"Pirapó (RS)";"Total";"Total";"35,14"
"4314605";"Piratini (RS)";"Total";"Total";"60,81"
"4314704";"Planalto (RS)";"Total";"Total";"32,32"
"4314753";"Poço das Antas (RS)";"Total";"Total";"98,70"
"4314779";"Pontão (RS)";"Total";"Total";"13,27"
"4314787";"Ponte Preta (RS)";"Total";"Total";"42,49"
"4314803";"Portão (RS)";"Total";"Total";"90,89"
"4314902";"Porto Alegre (RS)";"Total";"Total";"93,69"
"4315008";"Porto Lucena (RS)";"Total";"Total";"12,69"
"4315057";"Porto Mauá (RS)";"Total";"Total";"53,54"
"4315073";"Porto Vera Cruz (RS)";"Total";"Total";"27,38"
"4315107";"Porto Xavier (RS)";"Total";"Total";"49,10"
"4315131";"Pouso Novo (RS)";"Total";"Total";"20,55"
"4315149";"Presidente Lucena (RS)";"Total";"Total";"79,52"
"4315156";"Progresso (RS)";"Total";"Total";"25,76"
"4315172";"Protásio Alves (RS)";"Total";"Total";"66,99"
"4315206";"Putinga (RS)";"Total";"Total";"53,09"
"4315305";"Quaraí (RS)";"Total";"Total";"84,50"
"4315313";"Quatro Irmãos (RS)";"Total";"Total";"70,23"
"4315321";"Quevedos (RS)";"Total";"Total";"11,50"
"4315354";"Quinze de Novembro (RS)";"Total";"Total";"14,89"
"4315404";"Redentora (RS)";"Total";"Total";"9,47"
"4315453";"Relvado (RS)";"Total";"Total";"51,18"
"4315503";"Restinga Sêca (RS)";"Total";"Total";"41,79"
"4315552";"Rio dos Índios (RS)";"Total";"Total";"3,68"
"4315602";"Rio Grande (RS)";"Total";"Total";"87,94"
"4315701";"Rio Pardo (RS)";"Total";"Total";"76,91"
"4315750";"Riozinho (RS)";"Total";"Total";"47,86"
"4315800";"Roca Sales (RS)";"Total";"Total";"91,37"
"4315909";"Rodeio Bonito (RS)";"Total";"Total";"24,96"
"4315958";"Rolador (RS)";"Total";"Total";"59,70"
"4316006";"Rolante (RS)";"Total";"Total";"65,79"
"4316105";"Ronda Alta (RS)";"Total";"Total";"39,24"
"4316204";"Rondinha (RS)";"Total";"Total";"37,37"
"4316303";"Roque Gonzales (RS)";"Total";"Total";"25,77"
"4316402";"Rosário do Sul (RS)";"Total";"Total";"66,77"
"4316428";"Sagrada Família (RS)";"Total";"Total";"21,69"
"4316436";"Saldanha Marinho (RS)";"Total";"Total";"7,51"
"4316451";"Salto do Jacuí (RS)";"Total";"Total";"37,06"
"4316477";"Salvador das Missões (RS)";"Total";"Total";"44,51"
"4316501";"Salvador do Sul (RS)";"Total";"Total";"88,56"
"4316600";"Sananduva (RS)";"Total";"Total";"68,91"
"4316709";"Santa Bárbara do Sul (RS)";"Total";"Total";"27,39"
"4316733";"Santa Cecília do Sul (RS)";"Total";"Total";"42,29"
"4316758";"Santa Clara do Sul (RS)";"Total";"Total";"54,74"
"4316808";"Santa Cruz do Sul (RS)";"Total";"Total";"90,46"
"4316907";"Santa Maria (RS)";"Total";"Total";"83,97"
"4316956";"Santa Maria do Herval (RS)";"Total";"Total";"64,24"
"4316972";"Santa Margarida do Sul (RS)";"Total";"Total";"37,98"
"4317004";"Santana da Boa Vista (RS)";"Total";"Total";"36,13"
"4317103";"Sant'Ana do Livramento (RS)";"Total";"Total";"79,95"
"4317202";"Santa Rosa (RS)";"Total";"Total";"38,97"
"4317251";"Santa Tereza (RS)";"Total";"Total";"92,08"
"4317301";"Santa Vitória do Palmar (RS)";"Total";"Total";"79,95"
"4317400";"Santiago (RS)";"Total";"Total";"72,75"
"4317509";"Santo Ângelo (RS)";"Total";"Total";"30,68"
"4317558";"Santo Antônio do Palma (RS)";"Total";"Total";"19,24"
"4317608";"Santo Antônio da Patrulha (RS)";"Total";"Total";"70,64"
"4317707";"Santo Antônio das Missões (RS)";"Total";"Total";"11,26"
"4317756";"Santo Antônio do Planalto (RS)";"Total";"Total";"13,98"
"4317806";"Santo Augusto (RS)";"Total";"Total";"8,58"
"4317905";"Santo Cristo (RS)";"Total";"Total";"36,45"
"4317954";"Santo Expedito do Sul (RS)";"Total";"Total";"66,38"
"4318002";"São Borja (RS)";"Total";"Total";"62,46"
"4318051";"São Domingos do Sul (RS)";"Total";"Total";"57,44"
"4318101";"São Francisco de Assis (RS)";"Total";"Total";"25,02"
"4318200";"São Francisco de Paula (RS)";"Total";"Total";"58,77"
"4318309";"São Gabriel (RS)";"Total";"Total";"63,47"
"4318408";"São Jerônimo (RS)";"Total";"Total";"70,33"
"4318424";"São João da Urtiga (RS)";"Total";"Total";"43,44"
"4318432";"São João do Polêsine (RS)";"Total";"Total";"6,55"
"4318440";"São Jorge (RS)";"Total";"Total";"55,35"
"4318457";"São José das Missões (RS)";"Total";"Total";"15,06"
"4318465";"São José do Herval (RS)";"Total";"Total";"4,65"
"4318481";"São José do Hortêncio (RS)";"Total";"Total";"93,64"
"4318499";"São José do Inhacorá (RS)";"Total";"Total";"70,13"
"4318507";"São José do Norte (RS)";"Total";"Total";"71,81"
"4318606";"São José do Ouro (RS)";"Total";"Total";"76,55"
"4318614";"São José do Sul (RS)";"Total";"Total";"79,97"
"4318622";"São José dos Ausentes (RS)";"Total";"Total";"51,32"
"4318705";"São Leopoldo (RS)";"Total";"Total";"93,17"
"4318804";"São Lourenço do Sul (RS)";"Total";"Total";"60,09"
"4318903";"São Luiz Gonzaga (RS)";"Total";"Total";"58,46"
"4319000";"São Marcos (RS)";"Total";"Total";"91,90"
"4319109";"São Martinho (RS)";"Total";"Total";"18,02"
"4319125";"São Martinho da Serra (RS)";"Total";"Total";"3,47"
"4319158";"São Miguel das Missões (RS)";"Total";"Total";"27,78"
"4319208";"São Nicolau (RS)";"Total";"Total";"23,68"
"4319307";"São Paulo das Missões (RS)";"Total";"Total";"14,68"
"4319356";"São Pedro da Serra (RS)";"Total";"Total";"52,47"
"4319364";"São Pedro das Missões (RS)";"Total";"Total";"11,95"
"4319372";"São Pedro do Butiá (RS)";"Total";"Total";"31,18"
"4319406";"São Pedro do Sul (RS)";"Total";"Total";"47,25"
"4319505";"São Sebastião do Caí (RS)";"Total";"Total";"90,97"
"4319604";"São Sepé (RS)";"Total";"Total";"76,92"
"4319703";"São Valentim (RS)";"Total";"Total";"31,08"
"4319711";"São Valentim do Sul (RS)";"Total";"Total";"19,59"
"4319737";"São Valério do Sul (RS)";"Total";"Total";"12,65"
"4319752";"São Vendelino (RS)";"Total";"Total";"95,91"
"4319802";"São Vicente do Sul (RS)";"Total";"Total";"65,08"
"4319901";"Sapiranga (RS)";"Total";"Total";"91,29"
"4320008";"Sapucaia do Sul (RS)";"Total";"Total";"90,40"
"4320107";"Sarandi (RS)";"Total";"Total";"75,17"
"4320206";"Seberi (RS)";"Total";"Total";"15,79"
"4320230";"Sede Nova (RS)";"Total";"Total";"13,01"
"4320263";"Segredo (RS)";"Total";"Total";"8,23"
"4320305";"Selbach (RS)";"Total";"Total";"31,12"
"4320321";"Senador Salgado Filho (RS)";"Total";"Total";"42,92"
"4320354";"Sentinela do Sul (RS)";"Total";"Total";"26,29"
"4320404";"Serafina Corrêa (RS)";"Total";"Total";"60,71"
"4320453";"Sério (RS)";"Total";"Total";"10,86"
"4320503";"Sertão (RS)";"Total";"Total";"24,95"
"4320552";"Sertão Santana (RS)";"Total";"Total";"30,42"
"4320578";"Sete de Setembro (RS)";"Total";"Total";"21,51"
"4320602";"Severiano de Almeida (RS)";"Total";"Total";"60,41"
"4320651";"Silveira Martins (RS)";"Total";"Total";"42,80"
"4320677";"Sinimbu (RS)";"Total";"Total";"28,00"
"4320701";"Sobradinho (RS)";"Total";"Total";"73,78"
"4320800";"Soledade (RS)";"Total";"Total";"71,55"
"4320859";"Tabaí (RS)";"Total";"Total";"45,91"
"4320909";"Tapejara (RS)";"Total";"Total";"68,72"
"4321006";"Tapera (RS)";"Total";"Total";"48,03"
"4321105";"Tapes (RS)";"Total";"Total";"82,86"
"4321204";"Taquara (RS)";"Total";"Total";"83,57"
"4321303";"Taquari (RS)";"Total";"Total";"73,63"
"4321329";"Taquaruçu do Sul (RS)";"Total";"Total";"30,09"
"4321352";"Tavares (RS)";"Total";"Total";"58,74"
"4321402";"Tenente Portela (RS)";"Total";"Total";"19,24"
"4321436";"Terra de Areia (RS)";"Total";"Total";"21,39"
"4321451";"Teutônia (RS)";"Total";"Total";"81,94"
"4321469";"Tio Hugo (RS)";"Total";"Total";"13,05"
"4321477";"Tiradentes do Sul (RS)";"Total";"Total";"10,59"
"4321493";"Toropi (RS)";"Total";"Total";"0,37"
"4321501";"Torres (RS)";"Total";"Total";"64,02"
"4321600";"Tramandaí (RS)";"Total";"Total";"60,24"
"4321626";"Travesseiro (RS)";"Total";"Total";"7,76"
"4321634";"Três Arroios (RS)";"Total";"Total";"71,49"
"4321667";"Três Cachoeiras (RS)";"Total";"Total";"50,53"
"4321709";"Três Coroas (RS)";"Total";"Total";"88,33"
"4321808";"Três de Maio (RS)";"Total";"Total";"17,55"
"4321832";"Três Forquilhas (RS)";"Total";"Total";"13,06"
"4321857";"Três Palmeiras (RS)";"Total";"Total";"28,49"
"4321907";"Três Passos (RS)";"Total";"Total";"43,11"
"4321956";"Trindade do Sul (RS)";"Total";"Total";"26,41"
"4322004";"Triunfo (RS)";"Total";"Total";"57,37"
