"Tabela 3218 - Domicílios particulares permanentes, por forma de abastecimento de água, segundo a existência de banheiro ou sanitário e esgotamento sanitário, o destino do lixo e a existência de energia elétrica"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Ano x Forma de abastecimento de água x Existência de banheiro ou sanitário e esgotamento sanitário"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"2010"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"Cód.";"Município";"Destino do lixo";"Existência de energia elétrica";"Total"
"2302008";"Barro (CE)";"Coletado";"Total";"54,37"
"2302057";"Barroquinha (CE)";"Coletado";"Total";"51,36"
"2302107";"Baturité (CE)";"Coletado";"Total";"73,38"
"2302206";"Beberibe (CE)";"Coletado";"Total";"59,58"
"2302305";"Bela Cruz (CE)";"Coletado";"Total";"44,00"
"2302404";"Boa Viagem (CE)";"Coletado";"Total";"45,99"
"2302503";"Brejo Santo (CE)";"Coletado";"Total";"70,90"
"2302602";"Camocim (CE)";"Coletado";"Total";"72,66"
"2302701";"Campos Sales (CE)";"Coletado";"Total";"70,98"
"2302800";"Canindé (CE)";"Coletado";"Total";"61,83"
"2302909";"Capistrano (CE)";"Coletado";"Total";"37,26"
"2303006";"Caridade (CE)";"Coletado";"Total";"56,53"
"2303105";"Cariré (CE)";"Coletado";"Total";"51,69"
"2303204";"Caririaçu (CE)";"Coletado";"Total";"54,17"
"2303303";"Cariús (CE)";"Coletado";"Total";"53,33"
"2303402";"Carnaubal (CE)";"Coletado";"Total";"56,44"
"2303501";"Cascavel (CE)";"Coletado";"Total";"66,16"
"2303600";"Catarina (CE)";"Coletado";"Total";"52,01"
"2303659";"Catunda (CE)";"Coletado";"Total";"51,66"
"2303709";"Caucaia (CE)";"Coletado";"Total";"82,48"
"2303808";"Cedro (CE)";"Coletado";"Total";"57,45"
"2303907";"Chaval (CE)";"Coletado";"Total";"63,11"
"2303931";"Choró (CE)";"Coletado";"Total";"22,64"
"2303956";"Chorozinho (CE)";"Coletado";"Total";"61,64"
"2304004";"Coreaú (CE)";"Coletado";"Total";"44,89"
"2304103";"Crateús (CE)";"Coletado";"Total";"62,39"
"2304202";"Crato (CE)";"Coletado";"Total";"84,11"
"2304236";"Croatá (CE)";"Coletado";"Total";"60,77"
"2304251";"Cruz (CE)";"Coletado";"Total";"57,47"
"2304269";"Deputado Irapuan Pinheiro (CE)";"Coletado";"Total";"45,87"
"2304277";"Ereré (CE)";"Coletado";"Total";"51,83"
"2304285";"Eusébio (CE)";"Coletado";"Total";"94,05"
"2304301";"Farias Brito (CE)";"Coletado";"Total";"66,01"
"2304350";"Forquilha (CE)";"Coletado";"Total";"70,99"
"2304400";"Fortaleza (CE)";"Coletado";"Total";"98,75"
"2304459";"Fortim (CE)";"Coletado";"Total";"73,47"
"2304509";"Frecheirinha (CE)";"Coletado";"Total";"65,58"
"2304608";"General Sampaio (CE)";"Coletado";"Total";"74,11"
"2304657";"Graça (CE)";"Coletado";"Total";"42,95"
"2304707";"Granja (CE)";"Coletado";"Total";"35,24"
"2304806";"Granjeiro (CE)";"Coletado";"Total";"37,66"
"2304905";"Groaíras (CE)";"Coletado";"Total";"68,56"
"2304954";"Guaiúba (CE)";"Coletado";"Total";"69,44"
"2305001";"Guaraciaba do Norte (CE)";"Coletado";"Total";"47,09"
"2305100";"Guaramiranga (CE)";"Coletado";"Total";"85,77"
"2305209";"Hidrolândia (CE)";"Coletado";"Total";"58,72"
"2305233";"Horizonte (CE)";"Coletado";"Total";"91,04"
"2305266";"Ibaretama (CE)";"Coletado";"Total";"36,99"
"2305308";"Ibiapina (CE)";"Coletado";"Total";"51,26"
"2305332";"Ibicuitinga (CE)";"Coletado";"Total";"50,54"
"2305357";"Icapuí (CE)";"Coletado";"Total";"82,44"
"2305407";"Icó (CE)";"Coletado";"Total";"49,20"
"2305506";"Iguatu (CE)";"Coletado";"Total";"76,88"
"2305605";"Independência (CE)";"Coletado";"Total";"44,07"
"2305654";"Ipaporanga (CE)";"Coletado";"Total";"32,65"
"2305704";"Ipaumirim (CE)";"Coletado";"Total";"64,63"
"2305803";"Ipu (CE)";"Coletado";"Total";"60,40"
"2305902";"Ipueiras (CE)";"Coletado";"Total";"42,97"
"2306009";"Iracema (CE)";"Coletado";"Total";"72,11"
"2306108";"Irauçuba (CE)";"Coletado";"Total";"65,98"
"2306207";"Itaiçaba (CE)";"Coletado";"Total";"72,74"
"2306256";"Itaitinga (CE)";"Coletado";"Total";"94,15"
"2306306";"Itapajé (CE)";"Coletado";"Total";"75,96"
"2306405";"Itapipoca (CE)";"Coletado";"Total";"54,55"
"2306504";"Itapiúna (CE)";"Coletado";"Total";"47,76"
"2306553";"Itarema (CE)";"Coletado";"Total";"44,90"
"2306603";"Itatira (CE)";"Coletado";"Total";"41,97"
"2306702";"Jaguaretama (CE)";"Coletado";"Total";"48,22"
"2306801";"Jaguaribara (CE)";"Coletado";"Total";"75,16"
"2306900";"Jaguaribe (CE)";"Coletado";"Total";"66,19"
"2307007";"Jaguaruana (CE)";"Coletado";"Total";"74,89"
"2307106";"Jardim (CE)";"Coletado";"Total";"40,13"
"2307205";"Jati (CE)";"Coletado";"Total";"54,61"
"2307254";"Jijoca de Jericoacoara (CE)";"Coletado";"Total";"56,21"
"2307304";"Juazeiro do Norte (CE)";"Coletado";"Total";"94,22"
"2307403";"Jucás (CE)";"Coletado";"Total";"56,57"
"2307502";"Lavras da Mangabeira (CE)";"Coletado";"Total";"58,56"
"2307601";"Limoeiro do Norte (CE)";"Coletado";"Total";"81,84"
"2307635";"Madalena (CE)";"Coletado";"Total";"53,77"
"2307650";"Maracanaú (CE)";"Coletado";"Total";"95,95"
"2307700";"Maranguape (CE)";"Coletado";"Total";"84,08"
"2307809";"Marco (CE)";"Coletado";"Total";"57,86"
"2307908";"Martinópole (CE)";"Coletado";"Total";"71,80"
"2308005";"Massapê (CE)";"Coletado";"Total";"71,09"
"2308104";"Mauriti (CE)";"Coletado";"Total";"54,15"
"2308203";"Meruoca (CE)";"Coletado";"Total";"53,63"
"2308302";"Milagres (CE)";"Coletado";"Total";"45,53"
"2308351";"Milhã (CE)";"Coletado";"Total";"50,01"
"2308377";"Miraíma (CE)";"Coletado";"Total";"50,94"
"2308401";"Missão Velha (CE)";"Coletado";"Total";"46,61"
"2308500";"Mombaça (CE)";"Coletado";"Total";"39,77"
"2308609";"Monsenhor Tabosa (CE)";"Coletado";"Total";"59,63"
"2308708";"Morada Nova (CE)";"Coletado";"Total";"55,97"
"2308807";"Moraújo (CE)";"Coletado";"Total";"53,37"
"2308906";"Morrinhos (CE)";"Coletado";"Total";"56,18"
"2309003";"Mucambo (CE)";"Coletado";"Total";"65,69"
"2309102";"Mulungu (CE)";"Coletado";"Total";"61,82"
"2309201";"Nova Olinda (CE)";"Coletado";"Total";"68,35"
"2309300";"Nova Russas (CE)";"Coletado";"Total";"69,64"
"2309409";"Novo Oriente (CE)";"Coletado";"Total";"44,70"
"2309458";"Ocara (CE)";"Coletado";"Total";"43,12"
"2309508";"Orós (CE)";"Coletado";"Total";"74,10"
"2309607";"Pacajus (CE)";"Coletado";"Total";"82,23"
"2309706";"Pacatuba (CE)";"Coletado";"Total";"93,96"
"2309805";"Pacoti (CE)";"Coletado";"Total";"67,88"
"2309904";"Pacujá (CE)";"Coletado";"Total";"68,95"
"2310001";"Palhano (CE)";"Coletado";"Total";"54,12"
"2310100";"Palmácia (CE)";"Coletado";"Total";"53,31"
"2310209";"Paracuru (CE)";"Coletado";"Total";"76,45"
"2310258";"Paraipaba (CE)";"Coletado";"Total";"53,97"
"2310308";"Parambu (CE)";"Coletado";"Total";"48,19"
"2310407";"Paramoti (CE)";"Coletado";"Total";"52,19"
"2310506";"Pedra Branca (CE)";"Coletado";"Total";"59,81"
"2310605";"Penaforte (CE)";"Coletado";"Total";"71,17"
"2310704";"Pentecoste (CE)";"Coletado";"Total";"62,25"
"2310803";"Pereiro (CE)";"Coletado";"Total";"39,85"
"2310852";"Pindoretama (CE)";"Coletado";"Total";"69,56"
"2310902";"Piquet Carneiro (CE)";"Coletado";"Total";"54,86"
"2310951";"Pires Ferreira (CE)";"Coletado";"Total";"34,79"
"2311009";"Poranga (CE)";"Coletado";"Total";"42,67"
"2311108";"Porteiras (CE)";"Coletado";"Total";"44,12"
"2311207";"Potengi (CE)";"Coletado";"Total";"57,28"
"2311231";"Potiretama (CE)";"Coletado";"Total";"55,25"
"2311264";"Quiterianópolis (CE)";"Coletado";"Total";"34,41"
"2311306";"Quixadá (CE)";"Coletado";"Total";"69,87"
"2311355";"Quixelô (CE)";"Coletado";"Total";"35,83"
"2311405";"Quixeramobim (CE)";"Coletado";"Total";"56,15"
"2311504";"Quixeré (CE)";"Coletado";"Total";"77,64"
"2311603";"Redenção (CE)";"Coletado";"Total";"63,28"
"2311702";"Reriutaba (CE)";"Coletado";"Total";"52,03"
"2311801";"Russas (CE)";"Coletado";"Total";"72,30"
"2311900";"Saboeiro (CE)";"Coletado";"Total";"54,00"
"2311959";"Salitre (CE)";"Coletado";"Total";"34,17"
"2312007";"Santana do Acaraú (CE)";"Coletado";"Total";"46,98"
"2312106";"Santana do Cariri (CE)";"Coletado";"Total";"54,68"
"2312205";"Santa Quitéria (CE)";"Coletado";"Total";"42,57"
"2312304";"São Benedito (CE)";"Coletado";"Total";"53,32"
"2312403";"São Gonçalo do Amarante (CE)";"Coletado";"Total";"70,89"
"2312502";"São João do Jaguaribe (CE)";"Coletado";"Total";"43,02"
"2312601";"São Luís do Curu (CE)";"Coletado";"Total";"59,84"
"2312700";"Senador Pompeu (CE)";"Coletado";"Total";"56,81"
"2312809";"Senador Sá (CE)";"Coletado";"Total";"41,06"
"2312908";"Sobral (CE)";"Coletado";"Total";"88,54"
"2313005";"Solonópole (CE)";"Coletado";"Total";"53,38"
"2313104";"Tabuleiro do Norte (CE)";"Coletado";"Total";"66,33"
"2313203";"Tamboril (CE)";"Coletado";"Total";"50,08"
"2313252";"Tarrafas (CE)";"Coletado";"Total";"42,89"
"2313302";"Tauá (CE)";"Coletado";"Total";"61,98"
"2313351";"Tejuçuoca (CE)";"Coletado";"Total";"43,30"
"2313401";"Tianguá (CE)";"Coletado";"Total";"61,58"
"2313500";"Trairi (CE)";"Coletado";"Total";"38,41"
"2313559";"Tururu (CE)";"Coletado";"Total";"52,92"
"2313609";"Ubajara (CE)";"Coletado";"Total";"59,54"
"2313708";"Umari (CE)";"Coletado";"Total";"40,32"
"2313757";"Umirim (CE)";"Coletado";"Total";"57,52"
"2313807";"Uruburetama (CE)";"Coletado";"Total";"77,15"
"2313906";"Uruoca (CE)";"Coletado";"Total";"54,38"
"2313955";"Varjota (CE)";"Coletado";"Total";"75,64"
"2314003";"Várzea Alegre (CE)";"Coletado";"Total";"57,91"
"2314102";"Viçosa do Ceará (CE)";"Coletado";"Total";"31,94"
"2400109";"Acari (RN)";"Coletado";"Total";"89,43"
"2400208";"Açu (RN)";"Coletado";"Total";"86,37"
"2400307";"Afonso Bezerra (RN)";"Coletado";"Total";"58,46"
"2400406";"Água Nova (RN)";"Coletado";"Total";"65,66"
"2400505";"Alexandria (RN)";"Coletado";"Total";"68,74"
"2400604";"Almino Afonso (RN)";"Coletado";"Total";"67,83"
"2400703";"Alto do Rodrigues (RN)";"Coletado";"Total";"95,89"
"2400802";"Angicos (RN)";"Coletado";"Total";"81,49"
"2400901";"Antônio Martins (RN)";"Coletado";"Total";"52,90"
"2401008";"Apodi (RN)";"Coletado";"Total";"62,36"
"2401107";"Areia Branca (RN)";"Coletado";"Total";"93,81"
"2401206";"Arês (RN)";"Coletado";"Total";"81,79"
"2401305";"Campo Grande (RN)";"Coletado";"Total";"52,42"
"2401404";"Baía Formosa (RN)";"Coletado";"Total";"93,41"
"2401453";"Baraúna (RN)";"Coletado";"Total";"70,68"
"2401503";"Barcelona (RN)";"Coletado";"Total";"57,52"
"2401602";"Bento Fernandes (RN)";"Coletado";"Total";"65,05"
"2401651";"Bodó (RN)";"Coletado";"Total";"58,56"
"2401701";"Bom Jesus (RN)";"Coletado";"Total";"76,14"
"2401800";"Brejinho (RN)";"Coletado";"Total";"79,13"
"2401859";"Caiçara do Norte (RN)";"Coletado";"Total";"96,39"
"2401909";"Caiçara do Rio do Vento (RN)";"Coletado";"Total";"83,07"
"2402006";"Caicó (RN)";"Coletado";"Total";"88,40"
"2402105";"Campo Redondo (RN)";"Coletado";"Total";"60,78"
"2402204";"Canguaretama (RN)";"Coletado";"Total";"83,12"
"2402303";"Caraúbas (RN)";"Coletado";"Total";"72,47"
"2402402";"Carnaúba dos Dantas (RN)";"Coletado";"Total";"91,76"
"2402501";"Carnaubais (RN)";"Coletado";"Total";"78,71"
"2402600";"Ceará-Mirim (RN)";"Coletado";"Total";"62,47"
"2402709";"Cerro Corá (RN)";"Coletado";"Total";"54,80"
"2402808";"Coronel Ezequiel (RN)";"Coletado";"Total";"56,64"
"2402907";"Coronel João Pessoa (RN)";"Coletado";"Total";"50,67"
"2403004";"Cruzeta (RN)";"Coletado";"Total";"80,65"
"2403103";"Currais Novos (RN)";"Coletado";"Total";"90,62"
"2403202";"Doutor Severiano (RN)";"Coletado";"Total";"47,09"
"2403251";"Parnamirim (RN)";"Coletado";"Total";"98,90"
"2403301";"Encanto (RN)";"Coletado";"Total";"65,83"
"2403400";"Equador (RN)";"Coletado";"Total";"78,58"
"2403509";"Espírito Santo (RN)";"Coletado";"Total";"70,54"
"2403608";"Extremoz (RN)";"Coletado";"Total";"77,27"
"2403707";"Felipe Guerra (RN)";"Coletado";"Total";"61,20"
"2403756";"Fernando Pedroza (RN)";"Coletado";"Total";"81,10"
"2403806";"Florânia (RN)";"Coletado";"Total";"77,08"
"2403905";"Francisco Dantas (RN)";"Coletado";"Total";"64,43"
"2404002";"Frutuoso Gomes (RN)";"Coletado";"Total";"65,79"
"2404101";"Galinhos (RN)";"Coletado";"Total";"91,04"
"2404200";"Goianinha (RN)";"Coletado";"Total";"89,56"
"2404309";"Governador Dix-Sept Rosado (RN)";"Coletado";"Total";"53,21"
"2404408";"Grossos (RN)";"Coletado";"Total";"86,91"
"2404507";"Guamaré (RN)";"Coletado";"Total";"95,16"
"2404606";"Ielmo Marinho (RN)";"Coletado";"Total";"40,79"
"2404705";"Ipanguaçu (RN)";"Coletado";"Total";"70,34"
"2404804";"Ipueira (RN)";"Coletado";"Total";"91,25"
"2404853";"Itajá (RN)";"Coletado";"Total";"86,87"
"2404903";"Itaú (RN)";"Coletado";"Total";"84,57"
"2405009";"Jaçanã (RN)";"Coletado";"Total";"78,40"
"2405108";"Jandaíra (RN)";"Coletado";"Total";"78,99"
"2405207";"Janduís (RN)";"Coletado";"Total";"79,48"
"2405306";"Januário Cicco (RN)";"Coletado";"Total";"44,68"
"2405405";"Japi (RN)";"Coletado";"Total";"74,11"
"2405504";"Jardim de Angicos (RN)";"Coletado";"Total";"34,93"
"2405603";"Jardim de Piranhas (RN)";"Coletado";"Total";"77,73"
"2405702";"Jardim do Seridó (RN)";"Coletado";"Total";"84,82"
"2405801";"João Câmara (RN)";"Coletado";"Total";"74,56"
"2405900";"João Dias (RN)";"Coletado";"Total";"51,46"
"2406007";"José da Penha (RN)";"Coletado";"Total";"62,92"
"2406106";"Jucurutu (RN)";"Coletado";"Total";"68,51"
"2406155";"Jundiá (RN)";"Coletado";"Total";"71,82"
"2406205";"Lagoa d'Anta (RN)";"Coletado";"Total";"74,27"
"2406304";"Lagoa de Pedras (RN)";"Coletado";"Total";"49,95"
"2406403";"Lagoa de Velhos (RN)";"Coletado";"Total";"69,49"
"2406502";"Lagoa Nova (RN)";"Coletado";"Total";"55,13"
"2406601";"Lagoa Salgada (RN)";"Coletado";"Total";"62,39"
"2406700";"Lajes (RN)";"Coletado";"Total";"77,71"
"2406809";"Lajes Pintadas (RN)";"Coletado";"Total";"67,50"
"2406908";"Lucrécia (RN)";"Coletado";"Total";"93,97"
"2407005";"Luís Gomes (RN)";"Coletado";"Total";"68,58"
"2407104";"Macaíba (RN)";"Coletado";"Total";"80,60"
"2407203";"Macau (RN)";"Coletado";"Total";"92,55"
"2407252";"Major Sales (RN)";"Coletado";"Total";"88,24"
"2407302";"Marcelino Vieira (RN)";"Coletado";"Total";"55,62"
"2407401";"Martins (RN)";"Coletado";"Total";"67,67"
"2407500";"Maxaranguape (RN)";"Coletado";"Total";"69,83"
"2407609";"Messias Targino (RN)";"Coletado";"Total";"86,73"
"2407708";"Montanhas (RN)";"Coletado";"Total";"82,16"
"2407807";"Monte Alegre (RN)";"Coletado";"Total";"67,48"
"2407906";"Monte das Gameleiras (RN)";"Coletado";"Total";"71,10"
"2408003";"Mossoró (RN)";"Coletado";"Total";"92,91"
"2408102";"Natal (RN)";"Coletado";"Total";"98,90"
"2408201";"Nísia Floresta (RN)";"Coletado";"Total";"85,45"
"2408300";"Nova Cruz (RN)";"Coletado";"Total";"77,06"
"2408409";"Olho d'Água do Borges (RN)";"Coletado";"Total";"75,00"
"2408508";"Ouro Branco (RN)";"Coletado";"Total";"70,91"
"2408607";"Paraná (RN)";"Coletado";"Total";"57,13"
"2408706";"Paraú (RN)";"Coletado";"Total";"83,27"
"2408805";"Parazinho (RN)";"Coletado";"Total";"71,36"
"2408904";"Parelhas (RN)";"Coletado";"Total";"88,68"
"2408953";"Rio do Fogo (RN)";"Coletado";"Total";"82,48"
"2409100";"Passa e Fica (RN)";"Coletado";"Total";"83,75"
"2409209";"Passagem (RN)";"Coletado";"Total";"64,89"
"2409308";"Patu (RN)";"Coletado";"Total";"84,32"
"2409332";"Santa Maria (RN)";"Coletado";"Total";"71,42"
"2409407";"Pau dos Ferros (RN)";"Coletado";"Total";"91,57"
"2409506";"Pedra Grande (RN)";"Coletado";"Total";"75,86"
"2409605";"Pedra Preta (RN)";"Coletado";"Total";"40,94"
"2409704";"Pedro Avelino (RN)";"Coletado";"Total";"64,14"
"2409803";"Pedro Velho (RN)";"Coletado";"Total";"70,96"
"2409902";"Pendências (RN)";"Coletado";"Total";"95,44"
"2410009";"Pilões (RN)";"Coletado";"Total";"83,02"
"2410108";"Poço Branco (RN)";"Coletado";"Total";"64,36"
"2410207";"Portalegre (RN)";"Coletado";"Total";"53,33"
"2410256";"Porto do Mangue (RN)";"Coletado";"Total";"77,65"
"2410306";"Serra Caiada (RN)";"Coletado";"Total";"64,08"
"2410405";"Pureza (RN)";"Coletado";"Total";"40,40"
"2410504";"Rafael Fernandes (RN)";"Coletado";"Total";"58,12"
"2410603";"Rafael Godeiro (RN)";"Coletado";"Total";"58,28"
"2410702";"Riacho da Cruz (RN)";"Coletado";"Total";"87,82"
"2410801";"Riacho de Santana (RN)";"Coletado";"Total";"45,63"
"2410900";"Riachuelo (RN)";"Coletado";"Total";"80,07"
"2411007";"Rodolfo Fernandes (RN)";"Coletado";"Total";"87,95"
"2411056";"Tibau (RN)";"Coletado";"Total";"82,39"
"2411106";"Ruy Barbosa (RN)";"Coletado";"Total";"55,52"
"2411205";"Santa Cruz (RN)";"Coletado";"Total";"83,96"
"2411403";"Santana do Matos (RN)";"Coletado";"Total";"52,56"
"2411429";"Santana do Seridó (RN)";"Coletado";"Total";"75,66"
"2411502";"Santo Antônio (RN)";"Coletado";"Total";"72,47"
"2411601";"São Bento do Norte (RN)";"Coletado";"Total";"35,52"
"2411700";"São Bento do Trairí (RN)";"Coletado";"Total";"58,13"
"2411809";"São Fernando (RN)";"Coletado";"Total";"70,49"
"2411908";"São Francisco do Oeste (RN)";"Coletado";"Total";"83,36"
"2412005";"São Gonçalo do Amarante (RN)";"Coletado";"Total";"91,28"
"2412104";"São João do Sabugi (RN)";"Coletado";"Total";"83,52"
"2412203";"São José de Mipibu (RN)";"Coletado";"Total";"77,79"
"2412302";"São José do Campestre (RN)";"Coletado";"Total";"83,15"
"2412401";"São José do Seridó (RN)";"Coletado";"Total";"84,33"
"2412500";"São Miguel (RN)";"Coletado";"Total";"67,96"
"2412559";"São Miguel do Gostoso (RN)";"Coletado";"Total";"47,47"
"2412609";"São Paulo do Potengi (RN)";"Coletado";"Total";"80,52"
"2412708";"São Pedro (RN)";"Coletado";"Total";"70,17"
"2412807";"São Rafael (RN)";"Coletado";"Total";"73,73"
"2412906";"São Tomé (RN)";"Coletado";"Total";"58,08"
"2413003";"São Vicente (RN)";"Coletado";"Total";"67,37"
"2413102";"Senador Elói de Souza (RN)";"Coletado";"Total";"50,58"
"2413201";"Senador Georgino Avelino (RN)";"Coletado";"Total";"90,12"
"2413300";"Serra de São Bento (RN)";"Coletado";"Total";"62,12"
"2413359";"Serra do Mel (RN)";"Coletado";"Total";"29,29"
"2413409";"Serra Negra do Norte (RN)";"Coletado";"Total";"68,39"
"2413508";"Serrinha (RN)";"Coletado";"Total";"53,76"
"2413557";"Serrinha dos Pintos (RN)";"Coletado";"Total";"58,09"
"2413607";"Severiano Melo (RN)";"Coletado";"Total";"58,55"
"2413706";"Sítio Novo (RN)";"Coletado";"Total";"60,34"
"2413805";"Taboleiro Grande (RN)";"Coletado";"Total";"81,59"
"2413904";"Taipu (RN)";"Coletado";"Total";"50,77"
"2414001";"Tangará (RN)";"Coletado";"Total";"78,70"
"2414100";"Tenente Ananias (RN)";"Coletado";"Total";"71,27"
"2414159";"Tenente Laurentino Cruz (RN)";"Coletado";"Total";"65,48"
"2414209";"Tibau do Sul (RN)";"Coletado";"Total";"94,10"
"2414308";"Timbaúba dos Batistas (RN)";"Coletado";"Total";"85,93"
"2414407";"Touros (RN)";"Coletado";"Total";"56,95"
"2414456";"Triunfo Potiguar (RN)";"Coletado";"Total";"68,16"
"2414506";"Umarizal (RN)";"Coletado";"Total";"79,08"
"2414605";"Upanema (RN)";"Coletado";"Total";"55,24"
"2414704";"Várzea (RN)";"Coletado";"Total";"83,31"
"2414753";"Venha-Ver (RN)";"Coletado";"Total";"31,36"
"2414803";"Vera Cruz (RN)";"Coletado";"Total";"88,82"
"2414902";"Viçosa (RN)";"Coletado";"Total";"96,05"
"2415008";"Vila Flor (RN)";"Coletado";"Total";"93,74"
"2500106";"Água Branca (PB)";"Coletado";"Total";"56,39"
"2500205";"Aguiar (PB)";"Coletado";"Total";"50,15"
"2500304";"Alagoa Grande (PB)";"Coletado";"Total";"74,66"
"2500403";"Alagoa Nova (PB)";"Coletado";"Total";"54,31"
"2500502";"Alagoinha (PB)";"Coletado";"Total";"65,57"
"2500536";"Alcantil (PB)";"Coletado";"Total";"58,79"
"2500577";"Algodão de Jandaíra (PB)";"Coletado";"Total";"49,48"
"2500601";"Alhandra (PB)";"Coletado";"Total";"78,59"
"2500700";"São João do Rio do Peixe (PB)";"Coletado";"Total";"51,11"
"2500734";"Amparo (PB)";"Coletado";"Total";"52,83"
"2500775";"Aparecida (PB)";"Coletado";"Total";"51,93"
"2500809";"Araçagi (PB)";"Coletado";"Total";"49,76"
"2500908";"Arara (PB)";"Coletado";"Total";"69,55"
"2501005";"Araruna (PB)";"Coletado";"Total";"58,22"
"2501104";"Areia (PB)";"Coletado";"Total";"63,45"
"2501153";"Areia de Baraúnas (PB)";"Coletado";"Total";"50,82"
"2501203";"Areial (PB)";"Coletado";"Total";"74,06"
"2501302";"Aroeiras (PB)";"Coletado";"Total";"47,65"
"2501351";"Assunção (PB)";"Coletado";"Total";"81,77"
"2501401";"Baía da Traição (PB)";"Coletado";"Total";"43,89"
"2501500";"Bananeiras (PB)";"Coletado";"Total";"50,37"
"2501534";"Baraúna (PB)";"Coletado";"Total";"76,92"
"2501575";"Barra de Santana (PB)";"Coletado";"Total";"13,22"
"2501609";"Barra de Santa Rosa (PB)";"Coletado";"Total";"62,92"
"2501708";"Barra de São Miguel (PB)";"Coletado";"Total";"60,44"
"2501807";"Bayeux (PB)";"Coletado";"Total";"95,41"
"2501906";"Belém (PB)";"Coletado";"Total";"84,00"
"2502003";"Belém do Brejo do Cruz (PB)";"Coletado";"Total";"72,02"
"2502052";"Bernardino Batista (PB)";"Coletado";"Total";"34,17"
"2502102";"Boa Ventura (PB)";"Coletado";"Total";"60,86"
"2502151";"Boa Vista (PB)";"Coletado";"Total";"56,30"
"2502201";"Bom Jesus (PB)";"Coletado";"Total";"67,53"
"2502300";"Bom Sucesso (PB)";"Coletado";"Total";"45,87"
"2502409";"Bonito de Santa Fé (PB)";"Coletado";"Total";"70,40"
"2502508";"Boqueirão (PB)";"Coletado";"Total";"72,84"
"2502607";"Igaracy (PB)";"Coletado";"Total";"68,55"
"2502706";"Borborema (PB)";"Coletado";"Total";"67,67"
"2502805";"Brejo do Cruz (PB)";"Coletado";"Total";"74,62"
"2502904";"Brejo dos Santos (PB)";"Coletado";"Total";"74,59"
"2503001";"Caaporã (PB)";"Coletado";"Total";"81,17"
"2503100";"Cabaceiras (PB)";"Coletado";"Total";"45,23"
"2503209";"Cabedelo (PB)";"Coletado";"Total";"96,79"
"2503308";"Cachoeira dos Índios (PB)";"Coletado";"Total";"42,05"
"2503407";"Cacimba de Areia (PB)";"Coletado";"Total";"48,11"
"2503506";"Cacimba de Dentro (PB)";"Coletado";"Total";"66,04"
"2503555";"Cacimbas (PB)";"Coletado";"Total";"36,45"
"2503605";"Caiçara (PB)";"Coletado";"Total";"73,00"
"2503704";"Cajazeiras (PB)";"Coletado";"Total";"79,08"
"2503753";"Cajazeirinhas (PB)";"Coletado";"Total";"33,98"
"2503803";"Caldas Brandão (PB)";"Coletado";"Total";"79,45"
"2503902";"Camalaú (PB)";"Coletado";"Total";"50,78"
"2504009";"Campina Grande (PB)";"Coletado";"Total";"94,84"
"2504033";"Capim (PB)";"Coletado";"Total";"70,50"
"2504074";"Caraúbas (PB)";"Coletado";"Total";"53,15"
"2504108";"Carrapateira (PB)";"Coletado";"Total";"77,80"
"2504157";"Casserengue (PB)";"Coletado";"Total";"50,44"
"2504207";"Catingueira (PB)";"Coletado";"Total";"58,84"
"2504306";"Catolé do Rocha (PB)";"Coletado";"Total";"74,44"
"2504355";"Caturité (PB)";"Coletado";"Total";"58,62"
"2504405";"Conceição (PB)";"Coletado";"Total";"60,47"
"2504504";"Condado (PB)";"Coletado";"Total";"67,85"
"2504603";"Conde (PB)";"Coletado";"Total";"61,27"
"2504702";"Congo (PB)";"Coletado";"Total";"63,67"
"2504801";"Coremas (PB)";"Coletado";"Total";"74,26"
"2504850";"Coxixola (PB)";"Coletado";"Total";"44,05"
"2504900";"Cruz do Espírito Santo (PB)";"Coletado";"Total";"44,78"
"2505006";"Cubati (PB)";"Coletado";"Total";"67,19"
"2505105";"Cuité (PB)";"Coletado";"Total";"68,82"
"2505204";"Cuitegi (PB)";"Coletado";"Total";"78,87"
"2505238";"Cuité de Mamanguape (PB)";"Coletado";"Total";"29,90"
"2505279";"Curral de Cima (PB)";"Coletado";"Total";"19,86"
"2505303";"Curral Velho (PB)";"Coletado";"Total";"52,47"
"2505352";"Damião (PB)";"Coletado";"Total";"49,13"
"2505402";"Desterro (PB)";"Coletado";"Total";"60,34"
"2505501";"Vista Serrana (PB)";"Coletado";"Total";"49,78"
"2505600";"Diamante (PB)";"Coletado";"Total";"54,37"
"2505709";"Dona Inês (PB)";"Coletado";"Total";"47,29"
"2505808";"Duas Estradas (PB)";"Coletado";"Total";"78,96"
"2505907";"Emas (PB)";"Coletado";"Total";"68,38"
"2506004";"Esperança (PB)";"Coletado";"Total";"78,36"
"2506103";"Fagundes (PB)";"Coletado";"Total";"49,11"
"2506202";"Frei Martinho (PB)";"Coletado";"Total";"60,94"
"2506251";"Gado Bravo (PB)";"Coletado";"Total";"11,26"
"2506301";"Guarabira (PB)";"Coletado";"Total";"93,25"
"2506400";"Gurinhém (PB)";"Coletado";"Total";"66,12"
